样品类型,样品编号,测量天数,观测剩磁(mT),保留率R,动态阈值(mT),反推初值点估计(mT),反推初值下界(mT),反推初值上界(mT),区间相对宽度,反推初值裕度(mT),校准Z值,Bootstrap支持率,校准支持概率,三区域判定,高风险提示
小号铁夹,5,8,1.3219,0.53494,0.53494,2.471119,2.469827,2.472558,0.001105,1.471119,3.549453,0.9995,0.999807,支持曾遭雷击,否
小号铁夹,5,9,1.2432,0.49754,0.49754,2.498695,2.497844,2.499602,0.000704,1.498695,3.613212,0.9995,0.999849,支持曾遭雷击,否
小号铁夹,5,10,1.1669,0.455328,0.455328,2.562766,2.561882,2.56378,0.000741,1.562766,3.760848,0.9995,0.999915,支持曾遭雷击,否
小号铁夹,5,11,1.0935,0.412611,0.412611,2.650198,2.648387,2.652045,0.00138,1.650198,3.961177,0.9995,0.999963,支持曾遭雷击,否
小号铁夹,5,12,1.0267,0.376629,0.376629,2.726027,2.723509,2.728602,0.001868,1.726027,4.133833,0.9995,0.999982,支持曾遭雷击,否
小号铁夹,5,13,0.9721,0.368662,0.368662,2.636834,2.634728,2.639076,0.001649,1.636834,3.930636,0.9995,0.999958,支持曾遭雷击,否
小号铁夹,5,14,0.9163,0.347624,0.347624,2.635897,2.632031,2.639871,0.002974,1.635897,3.928461,0.9995,0.999957,支持曾遭雷击,否
小号铁夹,5,15,0.8613,0.323657,0.323657,2.661152,2.656175,2.666002,0.003693,1.661152,3.986116,0.9995,0.999966,支持曾遭雷击,否
小号铁夹,5,22,0.4595,0.192999,0.192999,2.380845,2.37175,2.389746,0.007559,1.380845,3.339662,0.9995,0.999581,支持曾遭雷击,否
小号铁夹,5,30,0.2399,0.097795,0.097795,2.453095,2.444488,2.461524,0.006944,1.453095,3.507515,0.9995,0.999774,支持曾遭雷击,否
小号铁夹,5,37,0.1487,0.060954,0.060954,2.439545,2.423814,2.455917,0.013159,1.439545,3.475612,0.9995,0.999745,支持曾遭雷击,否
小号铁夹,5,44,0.0869,0.034542,0.034542,2.515767,2.498074,2.533584,0.014115,1.515767,3.65172,0.9995,0.99987,灰区/证据不足,是
小号铁夹,5,51,0.0503,0.018229,0.018229,2.75937,2.743012,2.774879,0.011549,1.75937,4.208634,0.9995,0.999987,灰区/证据不足,是
小号铁夹,5,58,0.021,0.008813,0.008813,2.382819,2.374484,2.391013,0.006937,1.382819,3.344311,0.9995,0.999588,灰区/证据不足,是
小号铁夹,5,90,0.001,0.000389,0.000389,2.567635,2.531954,2.603092,0.027706,1.567635,3.768102,0.9995,0.999918,灰区/证据不足,是
小号铁夹,6,1,2.7097,0.87411,0.87411,3.099954,3.090439,3.109435,0.006128,2.099954,4.969534,0.9995,1.0,支持曾遭雷击,否
小号铁夹,6,2,2.4126,0.803269,0.803269,3.003476,2.9941,3.012665,0.006181,2.003476,4.75639,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,6,3,2.1482,0.737632,0.737632,2.912294,2.9032,2.921211,0.006184,1.912294,4.553299,0.9995,0.999997,支持曾遭雷击,否
小号铁夹,6,4,2.0267,0.687933,0.687933,2.946071,2.937899,2.954047,0.005481,1.946071,4.628779,0.9995,0.999998,支持曾遭雷击,否
小号铁夹,6,5,1.907,0.638238,0.638238,2.987913,2.980318,2.995285,0.005009,1.987913,4.721942,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,6,6,1.798,0.601659,0.601659,2.988404,2.98297,2.993822,0.003631,1.988404,4.723124,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,6,7,1.6958,0.563319,0.563319,3.010373,3.006363,3.014441,0.002683,2.010373,4.771937,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,6,8,1.6029,0.53494,0.53494,2.996411,2.994845,2.998156,0.001105,1.996411,4.741006,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,6,9,1.5075,0.49754,0.49754,3.029909,3.028877,3.031009,0.000704,2.029909,4.815276,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,6,10,1.4149,0.455328,0.455328,3.107428,3.106356,3.108657,0.000741,2.107428,4.986303,0.9995,1.0,支持曾遭雷击,否
小号铁夹,6,11,1.3259,0.412611,0.412611,3.213441,3.211245,3.21568,0.00138,2.213441,5.218275,0.9995,1.0,支持曾遭雷击,否
小号铁夹,6,12,1.245,0.376629,0.376629,3.305643,3.30259,3.308766,0.001868,2.305643,5.418196,0.9995,1.0,支持曾遭雷击,否
小号铁夹,6,13,1.1788,0.368662,0.368662,3.19751,3.194957,3.200229,0.001649,2.19751,5.183547,0.9995,1.0,支持曾遭雷击,否
小号铁夹,6,14,1.111,0.347624,0.347624,3.195986,3.191298,3.200804,0.002974,2.195986,5.180159,0.9995,1.0,支持曾遭雷击,否
小号铁夹,6,15,1.0444,0.323657,0.323657,3.226875,3.22084,3.232756,0.003693,2.226875,5.247389,0.9995,1.0,支持曾遭雷击,否
小号铁夹,6,22,0.5572,0.192999,0.192999,2.887066,2.876037,2.89786,0.007559,1.887066,4.496705,0.9995,0.999997,支持曾遭雷击,否
小号铁夹,6,30,0.2909,0.097795,0.097795,2.974595,2.964159,2.984816,0.006944,1.974595,4.692143,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,6,37,0.1803,0.060954,0.060954,2.957969,2.938895,2.97782,0.013159,1.957969,4.654199,0.9995,0.999998,支持曾遭雷击,否
小号铁夹,6,44,0.1054,0.034542,0.034542,3.051345,3.029885,3.072954,0.014115,2.051345,4.860983,0.9995,0.999999,灰区/证据不足,是
小号铁夹,6,51,0.061,0.018229,0.018229,3.346353,3.326515,3.365161,0.011549,2.346353,5.504451,0.9995,1.0,灰区/证据不足,是
小号铁夹,6,58,0.0254,0.008813,0.008813,2.882076,2.871996,2.891987,0.006937,1.882076,4.485624,0.9995,0.999996,灰区/证据不足,是
小号铁夹,6,90,0.0012,0.000389,0.000389,3.081161,3.038345,3.123711,0.027706,2.081161,4.921314,0.9995,1.0,灰区/证据不足,是
小号铁夹,7,1,1.8645,0.87411,0.87411,2.133027,2.12648,2.139551,0.006128,1.133027,2.757842,0.9995,0.997091,支持曾遭雷击,否
小号铁夹,7,2,1.6601,0.803269,0.803269,2.06668,2.060228,2.073002,0.006181,1.06668,2.600497,0.9995,0.995346,支持曾遭雷击,否
小号铁夹,7,3,1.4781,0.737632,0.737632,2.003846,1.997588,2.009981,0.006184,1.003846,2.450912,0.9995,0.992875,支持曾遭雷击,否
小号铁夹,7,4,1.3946,0.687933,0.687933,2.027231,2.021609,2.03272,0.005481,1.027231,2.506666,0.9995,0.993906,支持曾遭雷击,否
小号铁夹,7,5,1.3122,0.638238,0.638238,2.055973,2.050746,2.061045,0.005009,1.055973,2.575075,0.9995,0.994989,支持曾遭雷击,否
小号铁夹,7,6,1.2372,0.601659,0.601659,2.056314,2.052576,2.060042,0.003631,1.056314,2.575912,0.9995,0.995001,支持曾遭雷击,否
小号铁夹,7,7,1.1669,0.563319,0.563319,2.071474,2.068714,2.074272,0.002683,1.071474,2.611955,0.9995,0.995499,支持曾遭雷击,否
小号铁夹,7,8,1.1029,0.53494,0.53494,2.061727,2.060649,2.062928,0.001105,1.061727,2.588807,0.9995,0.995185,支持曾遭雷击,否
小号铁夹,7,9,1.0373,0.49754,0.49754,2.084859,2.084149,2.085616,0.000704,1.084859,2.643757,0.9995,0.9959,支持曾遭雷击,否
小号铁夹,7,10,0.9736,0.455328,0.455328,2.138237,2.1375,2.139083,0.000741,1.138237,2.770263,0.9995,0.997199,支持曾遭雷击,否
小号铁夹,7,11,0.9124,0.412611,0.412611,2.211286,2.209774,2.212826,0.00138,1.211286,2.942709,0.9995,0.998373,支持曾遭雷击,否
小号铁夹,7,12,0.8567,0.376629,0.376629,2.274654,2.272553,2.276803,0.001868,1.274654,3.091652,0.9995,0.999005,支持曾遭雷击,否
小号铁夹,7,13,0.8111,0.368662,0.368662,2.200119,2.198362,2.20199,0.001649,1.200119,2.916396,0.9995,0.998229,支持曾遭雷击,否
小号铁夹,7,14,0.7645,0.347624,0.347624,2.199218,2.195992,2.202533,0.002974,1.199218,2.914254,0.9995,0.998217,支持曾遭雷击,否
小号铁夹,7,15,0.7187,0.323657,0.323657,2.220562,2.216409,2.224609,0.003693,1.220562,2.964516,0.9995,0.998484,支持曾遭雷击,否
小号铁夹,7,22,0.3834,0.192999,0.192999,1.986542,1.978953,1.993969,0.007559,0.986542,2.409587,0.9995,0.992015,支持曾遭雷击,否
小号铁夹,7,30,0.2002,0.097795,0.097795,2.047143,2.039961,2.054177,0.006944,1.047143,2.554022,0.9995,0.994676,支持曾遭雷击,否
小号铁夹,7,37,0.1241,0.060954,0.060954,2.035962,2.022834,2.049625,0.013159,1.035962,2.527159,0.9995,0.994251,支持曾遭雷击,否
小号铁夹,7,44,0.0725,0.034542,0.034542,2.098885,2.084124,2.113749,0.014115,1.098885,2.676571,0.9995,0.996281,灰区/证据不足,是
小号铁夹,7,51,0.042,0.018229,0.018229,2.304046,2.290388,2.316996,0.011549,1.304046,3.160102,0.9995,0.999211,灰区/证据不足,是
小号铁夹,7,58,0.0175,0.008813,0.008813,1.985682,1.978737,1.992511,0.006937,0.985682,2.407562,0.9995,0.99197,灰区/证据不足,是
小号铁夹,7,90,0.0008,0.000389,0.000389,2.054108,2.025564,2.082474,0.027706,1.054108,2.568928,0.9995,0.994899,灰区/证据不足,是
小号铁夹,8,1,2.3186,0.87411,0.87411,2.652527,2.644386,2.66064,0.006128,1.652527,3.966304,0.9995,0.999964,支持曾遭雷击,否
小号铁夹,8,2,2.0644,0.803269,0.803269,2.569998,2.561974,2.57786,0.006181,1.569998,3.777288,0.9995,0.999921,支持曾遭雷击,否
小号铁夹,8,3,1.8381,0.737632,0.737632,2.491895,2.484113,2.499524,0.006184,1.491895,3.597334,0.9995,0.999839,支持曾遭雷击,否
小号铁夹,8,4,1.7342,0.687933,0.687933,2.520884,2.513892,2.527709,0.005481,1.520884,3.664286,0.9995,0.999876,支持曾遭雷击,否
小号铁夹,8,5,1.6318,0.638238,0.638238,2.556726,2.550227,2.563035,0.005009,1.556726,3.746845,0.9995,0.99991,支持曾遭雷击,否
小号铁夹,8,6,1.5385,0.601659,0.601659,2.557096,2.552447,2.561732,0.003631,1.557096,3.747751,0.9995,0.999911,支持曾遭雷击,否
小号铁夹,8,7,1.4511,0.563319,0.563319,2.575984,2.572552,2.579464,0.002683,1.575984,3.791187,0.9995,0.999925,支持曾遭雷击,否
小号铁夹,8,8,1.3715,0.53494,0.53494,2.563839,2.562499,2.565332,0.001105,1.563839,3.763313,0.9995,0.999916,支持曾遭雷击,否
小号铁夹,8,9,1.2899,0.49754,0.49754,2.592557,2.591674,2.593498,0.000704,1.592557,3.829258,0.9995,0.999936,支持曾遭雷击,否
小号铁夹,8,10,1.2107,0.455328,0.455328,2.65896,2.658043,2.660012,0.000741,1.65896,3.981188,0.9995,0.999966,支持曾遭雷击,否
小号铁夹,8,11,1.1346,0.412611,0.412611,2.749808,2.747928,2.751724,0.00138,1.749808,4.187781,0.9995,0.999986,支持曾遭雷击,否
小号铁夹,8,12,1.0653,0.376629,0.376629,2.828515,2.825903,2.831187,0.001868,1.828515,4.365563,0.9995,0.999994,支持曾遭雷击,否
小号铁夹,8,13,1.0086,0.368662,0.368662,2.735841,2.733656,2.738166,0.001649,1.735841,4.156108,0.9995,0.999984,支持曾遭雷击,否
小号铁夹,8,14,0.9507,0.347624,0.347624,2.734855,2.730844,2.738978,0.002974,1.734855,4.153833,0.9995,0.999984,支持曾遭雷击,否
小号铁夹,8,15,0.8937,0.323657,0.323657,2.761258,2.756094,2.766291,0.003693,1.761258,4.213641,0.9995,0.999987,支持曾遭雷击,否
小号铁夹,8,22,0.4768,0.192999,0.192999,2.470483,2.461045,2.479719,0.007559,1.470483,3.547746,0.9995,0.999806,支持曾遭雷击,否
小号铁夹,8,30,0.2489,0.097795,0.097795,2.545124,2.536195,2.553869,0.006944,1.545124,3.720037,0.9995,0.9999,支持曾遭雷击,否
小号铁夹,8,37,0.1543,0.060954,0.060954,2.531418,2.515094,2.548406,0.013159,1.531418,3.687914,0.9995,0.999887,支持曾遭雷击,否
小号铁夹,8,44,0.0902,0.034542,0.034542,2.611303,2.592938,2.629796,0.014115,1.611303,3.871205,0.9995,0.999946,灰区/证据不足,是
小号铁夹,8,51,0.0522,0.018229,0.018229,2.863601,2.846625,2.879695,0.011549,1.863601,4.443549,0.9995,0.999996,灰区/证据不足,是
小号铁夹,8,58,0.0218,0.008813,0.008813,2.473593,2.464941,2.482099,0.006937,1.473593,3.555002,0.9995,0.999811,灰区/证据不足,是
小号铁夹,8,90,0.001,0.000389,0.000389,2.567635,2.531954,2.603092,0.027706,1.567635,3.768102,0.9995,0.999918,灰区/证据不足,是
小号铁夹,9,1,2.4314,0.87411,0.87411,2.781573,2.773035,2.79008,0.006128,1.781573,4.259447,0.9995,0.99999,支持曾遭雷击,否
小号铁夹,9,2,2.1649,0.803269,0.803269,2.695112,2.686698,2.703357,0.006181,1.695112,4.063366,0.9995,0.999976,支持曾遭雷击,否
小号铁夹,9,3,1.9276,0.737632,0.737632,2.613229,2.605068,2.62123,0.006184,1.613229,3.876441,0.9995,0.999947,支持曾遭雷击,否
小号铁夹,9,4,1.8186,0.687933,0.687933,2.64357,2.636238,2.650727,0.005481,1.64357,3.945888,0.9995,0.99996,支持曾遭雷击,否
小号铁夹,9,5,1.7112,0.638238,0.638238,2.681131,2.674315,2.687746,0.005009,1.681131,4.031608,0.9995,0.999972,支持曾遭雷击,否
小号铁夹,9,6,1.6134,0.601659,0.601659,2.681585,2.67671,2.686447,0.003631,1.681585,4.032707,0.9995,0.999972,支持曾遭雷击,否
小号铁夹,9,7,1.5217,0.563319,0.563319,2.701312,2.697714,2.704962,0.002683,1.701312,4.077648,0.9995,0.999977,支持曾遭雷击,否
小号铁夹,9,8,1.4383,0.53494,0.53494,2.688713,2.687308,2.690279,0.001105,1.688713,4.049009,0.9995,0.999974,支持曾遭雷击,否
小号铁夹,9,9,1.3527,0.49754,0.49754,2.718778,2.717852,2.719765,0.000704,1.718778,4.117389,0.9995,0.999981,支持曾遭雷击,否
小号铁夹,9,10,1.2696,0.455328,0.455328,2.788317,2.787356,2.789421,0.000741,1.788317,4.27492,0.9995,0.99999,支持曾遭雷击,否
小号铁夹,9,11,1.1898,0.412611,0.412611,2.88359,2.881619,2.885599,0.00138,1.88359,4.489306,0.9995,0.999996,支持曾遭雷击,否
小号铁夹,9,12,1.1171,0.376629,0.376629,2.966051,2.963312,2.968853,0.001868,1.966051,4.673493,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,9,13,1.0577,0.368662,0.368662,2.869025,2.866734,2.871464,0.001649,1.869025,4.456631,0.9995,0.999996,支持曾遭雷击,否
小号铁夹,9,14,0.997,0.347624,0.347624,2.868045,2.863838,2.872369,0.002974,1.868045,4.454387,0.9995,0.999996,支持曾遭雷击,否
小号铁夹,9,15,0.9372,0.323657,0.323657,2.89566,2.890244,2.900937,0.003693,1.89566,4.516259,0.9995,0.999997,支持曾遭雷击,否
小号铁夹,9,22,0.5,0.192999,0.192999,2.590691,2.580794,2.600376,0.007559,1.590691,3.824698,0.9995,0.999935,支持曾遭雷击,否
小号铁夹,9,30,0.261,0.097795,0.097795,2.668853,2.659489,2.678023,0.006944,1.668853,4.003487,0.9995,0.999969,支持曾遭雷击,否
小号铁夹,9,37,0.1618,0.060954,0.060954,2.654461,2.637345,2.672275,0.013159,1.654461,3.969995,0.9995,0.999964,支持曾遭雷击,否
小号铁夹,9,44,0.0946,0.034542,0.034542,2.738683,2.719423,2.758079,0.014115,1.738683,4.161373,0.9995,0.999984,灰区/证据不足,是
小号铁夹,9,51,0.0548,0.018229,0.018229,3.006232,2.988411,3.023129,0.011549,2.006232,4.761726,0.9995,0.999999,灰区/证据不足,是
小号铁夹,9,58,0.0228,0.008813,0.008813,2.58706,2.578012,2.595957,0.006937,1.58706,3.816439,0.9995,0.999932,灰区/证据不足,是
小号铁夹,9,90,0.0011,0.000389,0.000389,2.824398,2.78515,2.863402,0.027706,1.824398,4.350895,0.9995,0.999993,灰区/证据不足,是
小号铁夹,10,1,1.6433,0.87411,0.87411,1.87997,1.8742,1.885719,0.006128,0.87997,2.154443,0.9995,0.984397,支持曾遭雷击,否
小号铁夹,10,2,1.4632,0.803269,0.803269,1.821556,1.81587,1.827129,0.006181,0.821556,2.013951,0.9995,0.977993,支持曾遭雷击,否
小号铁夹,10,3,1.3028,0.737632,0.737632,1.766193,1.760678,1.771601,0.006184,0.766193,1.880403,0.9995,0.969973,灰区/证据不足,否
小号铁夹,10,4,1.2291,0.687933,0.687933,1.786656,1.7817,1.791493,0.005481,0.786656,1.929817,0.9995,0.973185,灰区/证据不足,否
小号铁夹,10,5,1.1566,0.638238,0.638238,1.812176,1.80757,1.816648,0.005009,0.812176,1.991368,0.9995,0.97678,支持曾遭雷击,否
小号铁夹,10,6,1.0905,0.601659,0.601659,1.812488,1.809193,1.815774,0.003631,0.812488,1.992135,0.9995,0.976822,支持曾遭雷击,否
小号铁夹,10,7,1.0285,0.563319,0.563319,1.825787,1.823355,1.828254,0.002683,0.825787,2.024181,0.9995,0.978524,支持曾遭雷击,否
小号铁夹,10,8,0.9721,0.53494,0.53494,1.817213,1.816264,1.818272,0.001105,0.817213,2.003537,0.9995,0.97744,支持曾遭雷击,否
小号铁夹,10,9,0.9142,0.49754,0.49754,1.837441,1.836816,1.838108,0.000704,0.837441,2.052251,0.9995,0.979927,支持曾遭雷击,否
小号铁夹,10,10,0.8581,0.455328,0.455328,1.884574,1.883924,1.88532,0.000741,0.884574,2.165555,0.9995,0.984827,支持曾遭雷击,否
小号铁夹,10,11,0.8041,0.412611,0.412611,1.948811,1.947479,1.950169,0.00138,0.948811,2.319513,0.9995,0.989816,支持曾遭雷击,否
小号铁夹,10,12,0.755,0.376629,0.376629,2.004627,2.002775,2.00652,0.001868,1.004627,2.452843,0.9995,0.992913,支持曾遭雷击,否
小号铁夹,10,13,0.7149,0.368662,0.368662,1.939176,1.937627,1.940824,0.001649,0.939176,2.296453,0.9995,0.989175,支持曾遭雷击,否
小号铁夹,10,14,0.6738,0.347624,0.347624,1.938304,1.935461,1.941226,0.002974,0.938304,2.294355,0.9995,0.989115,支持曾遭雷击,否
小号铁夹,10,15,0.6334,0.323657,0.323657,1.957011,1.953351,1.960578,0.003693,0.957011,2.339107,0.9995,0.990335,支持曾遭雷击,否
小号铁夹,10,22,0.3379,0.192999,0.192999,1.750789,1.744101,1.757334,0.007559,0.750789,1.843157,0.9995,0.967347,灰区/证据不足,否
小号铁夹,10,30,0.1764,0.097795,0.097795,1.803776,1.797448,1.809974,0.006944,0.803776,1.971087,0.9995,0.975643,支持曾遭雷击,否
小号铁夹,10,37,0.1093,0.060954,0.060954,1.793156,1.781593,1.80519,0.013159,0.793156,1.945321,0.9995,0.974132,灰区/证据不足,否
小号铁夹,10,44,0.0639,0.034542,0.034542,1.849914,1.836904,1.863015,0.014115,0.849914,2.081976,0.9995,0.981328,灰区/证据不足,是
小号铁夹,10,51,0.037,0.018229,0.018229,2.029755,2.017722,2.041163,0.011549,1.029755,2.512463,0.9995,0.994005,灰区/证据不足,是
小号铁夹,10,58,0.0154,0.008813,0.008813,1.7474,1.741289,1.75341,0.006937,0.7474,1.834981,0.9995,0.966746,灰区/证据不足,是
小号铁夹,10,90,0.0007,0.000389,0.000389,1.797344,1.772368,1.822165,0.027706,0.797344,1.9546,0.9995,0.974685,灰区/证据不足,是
小号铁夹,11,1,2.4533,0.87411,0.87411,2.806627,2.798012,2.815211,0.006128,1.806627,4.316012,0.9995,0.999992,支持曾遭雷击,否
小号铁夹,11,2,2.1843,0.803269,0.803269,2.719263,2.710774,2.727582,0.006181,1.719263,4.118271,0.9995,0.999981,支持曾遭雷击,否
小号铁夹,11,3,1.9449,0.737632,0.737632,2.636682,2.628449,2.644755,0.006184,1.636682,3.9301,0.9995,0.999958,支持曾遭雷击,否
小号铁夹,11,4,1.8349,0.687933,0.687933,2.667264,2.659867,2.674486,0.005481,1.667264,3.999973,0.9995,0.999968,支持曾遭雷击,否
小号铁夹,11,5,1.7266,0.638238,0.638238,2.70526,2.698383,2.711935,0.005009,1.70526,4.086525,0.9995,0.999978,支持曾遭雷击,否
小号铁夹,11,6,1.6279,0.601659,0.601659,2.705685,2.700766,2.710591,0.003631,1.705685,4.087558,0.9995,0.999978,支持曾遭雷击,否
小号铁夹,11,7,1.5353,0.563319,0.563319,2.725455,2.721824,2.729137,0.002683,1.725455,4.132513,0.9995,0.999982,支持曾遭雷击,否
小号铁夹,11,8,1.4512,0.53494,0.53494,2.712828,2.71141,2.714408,0.001105,1.712828,4.103866,0.9995,0.99998,支持曾遭雷击,否
小号铁夹,11,9,1.3648,0.49754,0.49754,2.743098,2.742163,2.744094,0.000704,1.743098,4.172581,0.9995,0.999985,支持曾遭雷击,否
小号铁夹,11,10,1.2811,0.455328,0.455328,2.813574,2.812604,2.814687,0.000741,1.813574,4.331918,0.9995,0.999993,支持曾遭雷击,否
小号铁夹,11,11,1.2005,0.412611,0.412611,2.909523,2.907534,2.91155,0.00138,1.909523,4.547371,0.9995,0.999997,支持曾遭雷击,否
小号铁夹,11,12,1.1272,0.376629,0.376629,2.992868,2.990104,2.995695,0.001868,1.992868,4.733119,0.9995,0.999999,支持曾遭雷击,否
小号铁夹,11,13,1.0672,0.368662,0.368662,2.894794,2.892482,2.897255,0.001649,1.894794,4.5144,0.9995,0.999997,支持曾遭雷击,否
小号铁夹,11,14,1.0059,0.347624,0.347624,2.893648,2.889403,2.89801,0.002974,1.893648,4.511787,0.9995,0.999997,支持曾遭雷击,否
小号铁夹,11,15,0.9456,0.323657,0.323657,2.921613,2.916149,2.926938,0.003693,1.921613,4.57431,0.9995,0.999998,支持曾遭雷击,否
小号铁夹,11,22,0.5045,0.192999,0.192999,2.614007,2.604021,2.62378,0.007559,1.614007,3.878131,0.9995,0.999947,支持曾遭雷击,否
小号铁夹,11,30,0.2634,0.097795,0.097795,2.693394,2.683944,2.702649,0.006944,1.693394,4.05939,0.9995,0.999975,支持曾遭雷击,否
小号铁夹,11,37,0.1632,0.060954,0.060954,2.677429,2.660165,2.695397,0.013159,1.677429,4.022358,0.9995,0.999971,支持曾遭雷击,否
小号铁夹,11,44,0.0954,0.034542,0.034542,2.761843,2.74242,2.781403,0.014115,1.761843,4.213819,0.9995,0.999987,灰区/证据不足,是
小号铁夹,11,51,0.0553,0.018229,0.018229,3.033661,3.015677,3.050712,0.011549,2.033661,4.822469,0.9995,0.999999,灰区/证据不足,是
小号铁夹,11,58,0.023,0.008813,0.008813,2.609754,2.600626,2.618729,0.006937,1.609754,3.868463,0.9995,0.999945,灰区/证据不足,是
小号铁夹,11,90,0.0011,0.000389,0.000389,2.824398,2.78515,2.863402,0.027706,1.824398,4.350895,0.9995,0.999993,灰区/证据不足,是
小号铁夹,12,1,1.8224,0.87411,0.87411,2.084864,2.078465,2.09124,0.006128,1.084864,2.643685,0.9995,0.9959,支持曾遭雷击,否
小号铁夹,12,2,1.6227,0.803269,0.803269,2.02012,2.013813,2.0263,0.006181,1.02012,2.489708,0.9995,0.993608,支持曾遭雷击,否
小号铁夹,12,3,1.4448,0.737632,0.737632,1.958702,1.952585,1.964698,0.006184,0.958702,2.343105,0.9995,0.990438,支持曾遭雷击,否
小号铁夹,12,4,1.3631,0.687933,0.687933,1.981442,1.975946,1.986807,0.005481,0.981442,2.397462,0.9995,0.991745,支持曾遭雷击,否
小号铁夹,12,5,1.2826,0.638238,0.638238,2.009595,2.004486,2.014553,0.005009,1.009595,2.464648,0.9995,0.993143,支持曾遭雷击,否
小号铁夹,12,6,1.2093,0.601659,0.601659,2.009942,2.006288,2.013586,0.003631,1.009942,2.4655,0.9995,0.993159,支持曾遭雷击,否
小号铁夹,12,7,1.1406,0.563319,0.563319,2.024786,2.022089,2.027522,0.002683,1.024786,2.500887,0.9995,0.993806,支持曾遭雷击,否
小号铁夹,12,8,1.078,0.53494,0.53494,2.01518,2.014126,2.016353,0.001105,1.01518,2.478009,0.9995,0.993394,支持曾遭雷击,否
小号铁夹,12,9,1.0139,0.49754,0.49754,2.037827,2.037133,2.038567,0.000704,1.037827,2.531957,0.9995,0.994329,支持曾遭雷击,否
小号铁夹,12,10,0.9516,0.455328,0.455328,2.08992,2.0892,2.090747,0.000741,1.08992,2.65577,0.9995,0.996044,支持曾遭雷击,否
小号铁夹,12,11,0.8918,0.412611,0.412611,2.16136,2.159882,2.162866,0.00138,1.16136,2.824931,0.9995,0.997635,支持曾遭雷击,否
小号铁夹,12,12,0.8373,0.376629,0.376629,2.223144,2.221091,2.225244,0.001868,1.223144,2.970625,0.9995,0.998514,支持曾遭雷击,否
小号铁夹,12,13,0.7928,0.368662,0.368662,2.15048,2.148763,2.152308,0.001649,1.15048,2.799215,0.9995,0.997439,支持曾遭雷击,否
小号铁夹,12,14,0.7473,0.347624,0.347624,2.149739,2.146586,2.15298,0.002974,1.149739,2.797446,0.9995,0.997425,支持曾遭雷击,否
小号铁夹,12,15,0.7024,0.323657,0.323657,2.1702,2.166141,2.174155,0.003693,1.1702,2.84578,0.9995,0.997785,支持曾遭雷击,否
小号铁夹,12,22,0.3748,0.192999,0.192999,1.941982,1.934563,1.949242,0.007559,0.941982,2.303077,0.9995,0.989363,支持曾遭雷击,否
小号铁夹,12,30,0.1957,0.097795,0.097795,2.001128,1.994107,2.008004,0.006944,1.001128,2.444409,0.9995,0.992746,支持曾遭雷击,否
小号铁夹,12,37,0.1213,0.060954,0.060954,1.990026,1.977194,2.003381,0.013159,0.990026,2.417683,0.9995,0.99219,支持曾遭雷击,否
小号铁夹,12,44,0.0709,0.034542,0.034542,2.052565,2.03813,2.067101,0.014115,1.052565,2.566593,0.9995,0.994865,灰区/证据不足,是
小号铁夹,12,51,0.0411,0.018229,0.018229,2.254674,2.241308,2.267346,0.011549,1.254674,3.044359,0.9995,0.998834,灰区/证据不足,是
小号铁夹,12,58,0.0171,0.008813,0.008813,1.940295,1.933509,1.946968,0.006937,0.940295,2.299065,0.9995,0.989249,灰区/证据不足,是
小号铁夹,12,90,0.0008,0.000389,0.000389,2.054108,2.025564,2.082474,0.027706,1.054108,2.568928,0.9995,0.994899,灰区/证据不足,是
小号铁夹,13,1,1.6702,0.87411,0.87411,1.910744,1.904879,1.916588,0.006128,0.910744,2.228284,0.9995,0.987069,支持曾遭雷击,否
小号铁夹,13,2,1.4871,0.803269,0.803269,1.85131,1.84553,1.856974,0.006181,0.85131,2.085565,0.9995,0.981491,支持曾遭雷击,否
小号铁夹,13,3,1.3241,0.737632,0.737632,1.79507,1.789464,1.800566,0.006184,0.79507,1.950105,0.9995,0.974418,灰区/证据不足,否
小号铁夹,13,4,1.2492,0.687933,0.687933,1.815874,1.810837,1.82079,0.005481,0.815874,2.000271,0.9995,0.977264,支持曾遭雷击,否
小号铁夹,13,5,1.1755,0.638238,0.638238,1.841789,1.837107,1.846334,0.005009,0.841789,2.06268,0.9995,0.980428,支持曾遭雷击,否
小号铁夹,13,6,1.1083,0.601659,0.601659,1.842073,1.838724,1.845413,0.003631,0.842073,2.06338,0.9995,0.980462,支持曾遭雷击,否
小号铁夹,13,7,1.0453,0.563319,0.563319,1.85561,1.853138,1.858117,0.002683,0.85561,2.095951,0.9995,0.981957,支持曾遭雷击,否
小号铁夹,13,8,0.988,0.53494,0.53494,1.846936,1.845971,1.848012,0.001105,0.846936,2.075098,0.9995,0.981011,支持曾遭雷击,否
小号铁夹,13,9,0.9292,0.49754,0.49754,1.86759,1.866954,1.868268,0.000704,0.86759,2.124759,0.9995,0.983197,支持曾遭雷击,否
