sample_type,sample_id,delay_days,m0_hat_mt,m0_hat_lower_mt,m0_hat_upper_mt,bootstrap_sd_mt,bootstrap_support_rate,support_probability,relative_width
普通钢筋,2,8,3.792724,3.791169,3.79426,0.000837,0.9995,0.999884,0.000815
普通钢筋,2,9,3.815097,3.814033,3.816238,0.000563,0.9995,0.999899,0.000578
普通钢筋,2,10,3.893993,3.892624,3.89546,0.000744,0.9995,0.999938,0.000728
普通钢筋,2,11,4.009197,4.00652,4.011834,0.001412,0.9995,0.99997,0.001325
普通钢筋,2,12,4.10398,4.100258,4.107771,0.001967,0.9995,0.999984,0.001831
普通钢筋,2,13,3.942664,3.93948,3.946035,0.001736,0.9995,0.999954,0.001663
普通钢筋,2,14,3.918223,3.912476,3.924197,0.003109,0.9995,0.999946,0.002991
普通钢筋,2,15,3.935717,3.928557,3.943016,0.003824,0.9995,0.999952,0.003674
普通钢筋,2,22,3.561438,3.54848,3.574799,0.006874,0.9995,0.999557,0.00739
普通钢筋,2,30,3.655279,3.642862,3.667689,0.00672,0.9995,0.99974,0.006792
普通钢筋,2,37,3.544987,3.523404,3.56782,0.011937,0.9995,0.999514,0.012529
普通钢筋,2,44,3.616688,3.592666,3.641678,0.013157,0.9995,0.999675,0.013552
普通钢筋,2,51,3.934237,3.913385,3.95538,0.011419,0.9995,0.999951,0.010674
普通钢筋,2,58,3.64132,3.633209,3.648991,0.004097,0.9995,0.999718,0.004334
普通钢筋,2,90,4.240358,4.19014,4.28946,0.026466,0.9995,0.999993,0.023423
普通钢筋,3,1,2.097986,2.091715,2.104022,0.003321,0.9995,0.837708,0.005866
普通钢筋,3,2,2.048895,2.042722,2.054844,0.003258,0.9995,0.817186,0.005916
普通钢筋,3,3,2.002232,1.996012,2.008148,0.003221,0.9995,0.79622,0.006061
普通钢筋,3,4,2.01347,2.008021,2.018595,0.002821,0.9995,0.801399,0.005252
普通钢筋,3,5,2.031109,2.026072,2.035833,0.0026,0.9995,0.809362,0.004806
普通钢筋,3,6,2.019606,2.015981,2.023055,0.001888,0.9995,0.804193,0.003503
普通钢筋,3,7,2.022437,2.019815,2.02492,0.001369,0.9995,0.805474,0.002524
普通钢筋,3,8,2.000021,1.999201,2.000831,0.000441,0.9995,0.795194,0.000815
普通钢筋,3,9,2.011818,2.011256,2.012419,0.000297,0.9995,0.800645,0.000578
普通钢筋,3,10,2.053523,2.052801,2.054296,0.000392,0.9995,0.819192,0.000728
普通钢筋,3,11,2.114146,2.112734,2.115537,0.000745,0.9995,0.84412,0.001325
普通钢筋,3,12,2.164053,2.16209,2.166051,0.001037,0.9995,0.86283,0.001831
普通钢筋,3,13,2.079135,2.077456,2.080913,0.000915,0.9995,0.830018,0.001663
普通钢筋,3,14,2.066247,2.063216,2.069397,0.001639,0.9995,0.824623,0.002991
普通钢筋,3,15,2.075337,2.071561,2.079185,0.002017,0.9995,0.828438,0.003674
普通钢筋,3,22,1.877943,1.87111,1.884988,0.003625,0.9995,0.733694,0.00739
普通钢筋,3,30,1.927645,1.921097,1.93419,0.003544,0.9995,0.759824,0.006792
普通钢筋,3,37,1.86916,1.85778,1.8812,0.006294,0.9995,0.728922,0.012529
普通钢筋,3,44,1.906617,1.893953,1.919791,0.006936,0.9995,0.748936,0.013552
普通钢筋,3,51,2.073813,2.062822,2.084958,0.006019,0.9995,0.827792,0.010674
普通钢筋,3,58,1.919833,1.915556,1.923877,0.00216,0.9995,0.755816,0.004334
普通钢筋,3,90,2.234167,2.207708,2.260038,0.013945,0.9995,0.886332,0.023423
普通钢筋,4,1,5.668746,5.651802,5.685054,0.008972,0.9995,1.0,0.005866
普通钢筋,4,2,5.535911,5.519231,5.551984,0.008803,0.9995,1.0,0.005916
普通钢筋,4,3,5.410045,5.393237,5.426029,0.008703,0.9995,1.0,0.006061
普通钢筋,4,4,5.440035,5.425313,5.453883,0.007621,0.9995,1.0,0.005252
普通钢筋,4,5,5.487856,5.474247,5.500621,0.007024,0.9995,1.0,0.004806
普通钢筋,4,6,5.456729,5.446934,5.466047,0.005101,0.9995,1.0,0.003503
普通钢筋,4,7,5.464364,5.45728,5.471075,0.003698,0.9995,1.0,0.002524
普通钢筋,4,8,5.403902,5.401686,5.406091,0.001192,0.9995,1.0,0.000815
普通钢筋,4,9,5.435671,5.434155,5.437297,0.000802,0.9995,1.0,0.000578
普通钢筋,4,10,5.548362,5.546412,5.550452,0.00106,0.9995,1.0,0.000728
普通钢筋,4,11,5.712342,5.708528,5.716099,0.002012,0.9995,1.0,0.001325
普通钢筋,4,12,5.847292,5.841988,5.852693,0.002803,0.9995,1.0,0.001831
普通钢筋,4,13,5.617511,5.612974,5.622314,0.002473,0.9995,1.0,0.001663
普通钢筋,4,14,5.582823,5.574635,5.591336,0.00443,0.9995,1.0,0.002991
普通钢筋,4,15,5.6076,5.597399,5.618,0.005449,0.9995,1.0,0.003674
普通钢筋,4,22,5.074492,5.056028,5.09353,0.009794,0.9995,1.0,0.00739
普通钢筋,4,30,5.20783,5.19014,5.225512,0.009574,0.9995,1.0,0.006792
普通钢筋,4,37,5.050226,5.019478,5.082754,0.017006,0.9995,1.0,0.012529
普通钢筋,4,44,5.152747,5.118523,5.188351,0.018746,0.9995,1.0,0.013552
普通钢筋,4,51,5.606132,5.576419,5.63626,0.016272,0.9995,1.0,0.010674
普通钢筋,4,58,5.190659,5.179096,5.201593,0.00584,0.9995,1.0,0.004334
普通钢筋,4,90,6.018573,5.947295,6.088265,0.037565,0.9995,1.0,0.023423
普通钢筋,5,1,3.013752,3.004744,3.022422,0.00477,0.9995,0.993123,0.005866
普通钢筋,5,2,2.943216,2.934348,2.951762,0.00468,0.9995,0.990647,0.005916
普通钢筋,5,3,2.876217,2.867281,2.884715,0.004627,0.9995,0.987597,0.006061
普通钢筋,5,4,2.892293,2.884466,2.899656,0.004052,0.9995,0.9884,0.005252
普通钢筋,5,5,2.917702,2.910467,2.924488,0.003735,0.9995,0.989575,0.004806
普通钢筋,5,6,2.90115,2.895943,2.906104,0.002712,0.9995,0.988823,0.003503
普通钢筋,5,7,2.905103,2.901337,2.908671,0.001966,0.9995,0.989007,0.002524
普通钢筋,5,8,2.873094,2.871916,2.874258,0.000634,0.9995,0.987438,0.000815
普通钢筋,5,9,2.889935,2.889129,2.890799,0.000427,0.9995,0.988287,0.000578
普通钢筋,5,10,2.949739,2.948702,2.95085,0.000564,0.9995,0.990907,0.000728
普通钢筋,5,11,3.036964,3.034936,3.038961,0.00107,0.9995,0.9938,0.001325
普通钢筋,5,12,3.108746,3.105927,3.111618,0.00149,0.9995,0.995531,0.001831
普通钢筋,5,13,2.986646,2.984234,2.9892,0.001315,0.9995,0.992252,0.001663
普通钢筋,5,14,2.968229,2.963876,2.972755,0.002355,0.9995,0.991604,0.002991
普通钢筋,5,15,2.981291,2.975868,2.98682,0.002897,0.9995,0.992068,0.003674
普通钢筋,5,22,2.697914,2.688097,2.708035,0.005207,0.9995,0.974921,0.00739
普通钢筋,5,30,2.768852,2.759446,2.778253,0.00509,0.9995,0.980892,0.006792
普通钢筋,5,37,2.684735,2.668389,2.702027,0.009041,0.9995,0.973645,0.012529
普通钢筋,5,44,2.739118,2.720926,2.758045,0.009965,0.9995,0.978547,0.013552
普通钢筋,5,51,2.981236,2.965435,2.997257,0.008653,0.9995,0.992061,0.010674
普通钢筋,5,58,2.758122,2.751978,2.763932,0.003103,0.9995,0.980078,0.004334
普通钢筋,5,90,3.191667,3.153869,3.228626,0.019921,0.9995,0.996966,0.023423
普通钢筋,6,1,4.661471,4.647538,4.674882,0.007378,0.9995,1.0,0.005866
普通钢筋,6,2,4.552291,4.538575,4.565508,0.007239,0.9995,0.999999,0.005916
普通钢筋,6,3,4.448844,4.435022,4.461988,0.007157,0.9995,0.999999,0.006061
普通钢筋,6,4,4.473575,4.461469,4.484963,0.006267,0.9995,0.999999,0.005252
普通钢筋,6,5,4.512791,4.5016,4.523288,0.005776,0.9995,0.999999,0.004806
普通钢筋,6,6,4.48718,4.479126,4.494843,0.004195,0.9995,0.999999,0.003503
普通钢筋,6,7,4.493431,4.487606,4.498949,0.003041,0.9995,0.999999,0.002524
普通钢筋,6,8,4.443717,4.441894,4.445517,0.00098,0.9995,0.999998,0.000815
普通钢筋,6,9,4.469965,4.468718,4.471301,0.00066,0.9995,0.999999,0.000578
普通钢筋,6,10,4.562488,4.560884,4.564207,0.000872,0.9995,0.999999,0.000728
普通钢筋,6,11,4.697441,4.694304,4.70053,0.001655,0.9995,1.0,0.001325
普通钢筋,6,12,4.808342,4.803981,4.812783,0.002305,0.9995,1.0,0.001831
普通钢筋,6,13,4.619398,4.615667,4.623347,0.002034,0.9995,1.0,0.001663
普通钢筋,6,14,4.59082,4.584087,4.59782,0.003643,0.9995,0.999999,0.002991
普通钢筋,6,15,4.611261,4.602872,4.619812,0.004481,0.9995,1.0,0.003674
普通钢筋,6,22,4.172901,4.157718,4.188556,0.008054,0.9995,0.99999,0.00739
普通钢筋,6,30,4.28256,4.268013,4.297101,0.007873,0.9995,0.999995,0.006792
普通钢筋,6,37,4.153419,4.128131,4.180171,0.013986,0.9995,0.999988,0.012529
普通钢筋,6,44,4.237622,4.209476,4.266902,0.015416,0.9995,0.999993,0.013552
普通钢筋,6,51,4.609624,4.585193,4.634397,0.013379,0.9995,1.0,0.010674
普通钢筋,6,58,4.266295,4.256791,4.275282,0.0048,0.9995,0.999995,0.004334
普通钢筋,6,90,4.924287,4.865969,4.981308,0.030735,0.9995,1.0,0.023423
普通钢筋,7,1,3.229848,3.220194,3.23914,0.005112,0.9995,0.997489,0.005866
普通钢筋,7,2,3.154087,3.144584,3.163245,0.005016,0.9995,0.996385,0.005916
普通钢筋,7,3,3.082401,3.072825,3.091508,0.004959,0.9995,0.994953,0.006061
普通钢筋,7,4,3.099596,3.091208,3.107487,0.004342,0.9995,0.995337,0.005252
普通钢筋,7,5,3.126778,3.119024,3.134051,0.004002,0.9995,0.99589,0.004806
普通钢筋,7,6,3.109093,3.103512,3.114402,0.002907,0.9995,0.995538,0.003503
普通钢筋,7,7,3.113362,3.109326,3.117185,0.002107,0.9995,0.995625,0.002524
普通钢筋,7,8,3.078952,3.07769,3.080199,0.000679,0.9995,0.994874,0.000815
普通钢筋,7,9,3.097104,3.09624,3.09803,0.000457,0.9995,0.995284,0.000578
普通钢筋,7,10,3.161142,3.160031,3.162333,0.000604,0.9995,0.996505,0.000728
普通钢筋,7,11,3.25467,3.252496,3.25681,0.001147,0.9995,0.997778,0.001325
普通钢筋,7,12,3.331592,3.32857,3.334669,0.001597,0.9995,0.99849,0.001831
普通钢筋,7,13,3.200543,3.197958,3.203279,0.001409,0.9995,0.997106,0.001663
普通钢筋,7,14,3.180944,3.176279,3.185795,0.002524,0.9995,0.996819,0.002991
普通钢筋,7,15,3.195077,3.189265,3.201002,0.003105,0.9995,0.997028,0.003674
普通钢筋,7,22,2.891332,2.880812,2.902179,0.00558,0.9995,0.988352,0.00739
普通钢筋,7,30,2.967124,2.957045,2.977198,0.005454,0.9995,0.991562,0.006792
普通钢筋,7,37,2.877256,2.859738,2.895788,0.009689,0.9995,0.987644,0.012529
普通钢筋,7,44,2.935664,2.916166,2.955948,0.01068,0.9995,0.990333,0.013552
普通钢筋,7,51,3.194625,3.177693,3.211793,0.009272,0.9995,0.997019,0.010674
普通钢筋,7,58,2.956468,2.949882,2.962695,0.003326,0.9995,0.991166,0.004334
普通钢筋,7,90,3.419644,3.379145,3.459242,0.021344,0.9995,0.999038,0.023423
普通钢筋,8,1,4.080137,4.067942,4.091875,0.006458,0.9995,0.999981,0.005866
普通钢筋,8,2,3.984468,3.972463,3.996037,0.006336,0.9995,0.999965,0.005916
普通钢筋,8,3,3.893921,3.881823,3.905426,0.006264,0.9995,0.999938,0.006061
普通钢筋,8,4,3.915588,3.904991,3.925555,0.005485,0.9995,0.999946,0.005252
普通钢筋,8,5,3.949971,3.940176,3.959158,0.005056,0.9995,0.999956,0.004806
普通钢筋,8,6,3.92752,3.92047,3.934226,0.003672,0.9995,0.99995,0.003503
普通钢筋,8,7,3.933048,3.927949,3.937878,0.002661,0.9995,0.999951,0.002524
普通钢筋,8,8,3.88957,3.887975,3.891146,0.000858,0.9995,0.999936,0.000815
普通钢筋,8,9,3.912438,3.911347,3.913608,0.000578,0.9995,0.999945,0.000578
普通钢筋,8,10,3.993552,3.992148,3.995056,0.000763,0.9995,0.999967,0.000728
普通钢筋,8,11,4.1116,4.108855,4.114305,0.001448,0.9995,0.999985,0.001325
普通钢筋,8,12,4.208686,4.204868,4.212573,0.002017,0.9995,0.999992,0.001831
普通钢筋,8,13,4.043308,4.040043,4.046765,0.00178,0.9995,0.999976,0.001663
普通钢筋,8,14,4.018246,4.012352,4.024373,0.003188,0.9995,0.999972,0.002991
普通钢筋,8,15,4.03617,4.028828,4.043655,0.003922,0.9995,0.999975,0.003674
普通钢筋,8,22,3.652318,3.639028,3.666019,0.007049,0.9995,0.999735,0.00739
普通钢筋,8,30,3.748617,3.735884,3.761345,0.006891,0.9995,0.999849,0.006792
普通钢筋,8,37,3.635155,3.613023,3.658569,0.012241,0.9995,0.999707,0.012529
普通钢筋,8,44,3.708075,3.683447,3.733697,0.01349,0.9995,0.999808,0.013552
普通钢筋,8,51,4.035752,4.014362,4.057441,0.011714,0.9995,0.999975,0.010674
普通钢筋,8,58,3.734879,3.726559,3.742747,0.004202,0.9995,0.999836,0.004334
普通钢筋,8,90,4.331549,4.28025,4.381706,0.027036,0.9995,0.999997,0.023423
普通钢筋,9,1,4.188924,4.176404,4.200975,0.00663,0.9995,0.999991,0.005866
普通钢筋,9,2,4.090752,4.078427,4.10263,0.006505,0.9995,0.999982,0.005916
普通钢筋,9,3,3.997726,3.985306,4.009538,0.006431,0.9995,0.999968,0.006061
普通钢筋,9,4,4.019989,4.00911,4.030222,0.005632,0.9995,0.999972,0.005252
普通钢筋,9,5,4.055301,4.045245,4.064734,0.005191,0.9995,0.999978,0.004806
普通钢筋,9,6,4.032315,4.025077,4.039201,0.00377,0.9995,0.999974,0.003503
普通钢筋,9,7,4.037806,4.032571,4.042764,0.002732,0.9995,0.999975,0.002524
普通钢筋,9,8,3.993229,3.991592,3.994847,0.000881,0.9995,0.999967,0.000815
普通钢筋,9,9,4.016621,4.015501,4.017822,0.000593,0.9995,0.999971,0.000578
普通钢筋,9,10,4.099895,4.098454,4.10144,0.000783,0.9995,0.999983,0.000728
普通钢筋,9,11,4.221148,4.218329,4.223924,0.001487,0.9995,0.999993,0.001325
普通钢筋,9,12,4.320855,4.316935,4.324846,0.002071,0.9995,0.999996,0.001831
普通钢筋,9,13,4.151005,4.147652,4.154554,0.001827,0.9995,0.999988,0.001663
普通钢筋,9,14,4.125381,4.11933,4.131671,0.003273,0.9995,0.999986,0.002991
普通钢筋,9,15,4.143882,4.136344,4.151567,0.004027,0.9995,0.999988,0.003674
普通钢筋,9,22,3.749713,3.736069,3.76378,0.007237,0.9995,0.99985,0.00739
普通钢筋,9,30,3.848333,3.835261,3.861399,0.007074,0.9995,0.999917,0.006792
普通钢筋,9,37,3.731822,3.709101,3.755859,0.012567,0.9995,0.999833,0.012529
普通钢筋,9,44,3.806974,3.781689,3.833279,0.01385,0.9995,0.999893,0.013552
普通钢筋,9,51,4.143483,4.121522,4.16575,0.012026,0.9995,0.999988,0.010674
普通钢筋,9,58,3.835923,3.827378,3.844004,0.004316,0.9995,0.999911,0.004334
普通钢筋,9,90,4.422739,4.370361,4.473952,0.027605,0.9995,0.999998,0.023423
普通钢筋,10,1,2.712059,2.703952,2.719861,0.004293,0.9995,0.976226,0.005866
普通钢筋,10,2,2.648506,2.640526,2.656196,0.004212,0.9995,0.969887,0.005916
普通钢筋,10,3,2.588388,2.580346,2.596035,0.004164,0.9995,0.962644,0.006061
普通钢筋,10,4,2.602668,2.595625,2.609294,0.003646,0.9995,0.964484,0.005252
普通钢筋,10,5,2.625629,2.619118,2.631736,0.003361,0.9995,0.967284,0.004806
普通钢筋,10,6,2.61075,2.606064,2.615209,0.002441,0.9995,0.965493,0.003503
普通钢筋,10,7,2.614389,2.610999,2.617599,0.001769,0.9995,0.965939,0.002524
普通钢筋,10,8,2.585476,2.584416,2.586524,0.00057,0.9995,0.962263,0.000815
普通钢筋,10,9,2.600651,2.599925,2.601428,0.000384,0.9995,0.964232,0.000578
普通钢筋,10,10,2.654545,2.653612,2.655545,0.000507,0.9995,0.970548,0.000728
普通钢筋,10,11,2.73293,2.731105,2.734728,0.000963,0.9995,0.978045,0.001325
普通钢筋,10,12,2.797616,2.795078,2.8002,0.001341,0.9995,0.982943,0.001831
普通钢筋,10,13,2.687704,2.685533,2.690002,0.001183,0.9995,0.973948,0.001663
普通钢筋,10,14,2.671051,2.667133,2.675124,0.002119,0.9995,0.972284,0.002991
普通钢筋,10,15,2.682975,2.678094,2.68795,0.002607,0.9995,0.973483,0.003674
普通钢筋,10,22,2.427677,2.418843,2.436784,0.004686,0.9995,0.936025,0.00739
普通钢筋,10,30,2.491735,2.483271,2.500195,0.004581,0.9995,0.948027,0.006792
普通钢筋,10,37,2.416667,2.401954,2.432233,0.008138,0.9995,0.933746,0.012529
普通钢筋,10,44,2.464956,2.448584,2.481988,0.008967,0.9995,0.943236,0.013552
普通钢筋,10,51,2.682905,2.668686,2.697323,0.007787,0.9995,0.973468,0.010674
普通钢筋,10,58,2.481187,2.47566,2.486414,0.002792,0.9995,0.946189,0.004334
普通钢筋,10,90,2.872501,2.838482,2.905763,0.017929,0.9995,0.987376,0.023423
锈蚀钢筋,1,1,5.520809,5.497956,5.54099,0.011358,0.9995,1.0,0.007795
锈蚀钢筋,1,2,5.32587,5.30426,5.345149,0.010688,0.9995,1.0,0.007677
锈蚀钢筋,1,3,5.141578,5.121082,5.159967,0.01014,0.9995,1.0,0.007563
锈蚀钢筋,1,4,5.218616,5.199616,5.235504,0.009331,0.9995,1.0,0.006877
锈蚀钢筋,1,5,5.308875,5.291425,5.324448,0.008606,0.9995,1.0,0.00622
锈蚀钢筋,1,6,5.32702,5.313175,5.338972,0.006715,0.9995,1.0,0.004843
锈蚀钢筋,1,7,5.383941,5.372561,5.393571,0.005516,0.9995,1.0,0.003902
锈蚀钢筋,1,8,5.378136,5.369564,5.385032,0.003907,0.9995,1.0,0.002876
锈蚀钢筋,1,9,5.454239,5.448096,5.45949,0.002859,0.9995,1.0,0.002089
锈蚀钢筋,1,10,5.609153,5.60416,5.613199,0.002269,0.9995,1.0,0.001611
锈蚀钢筋,1,11,5.814923,5.809096,5.820147,0.002849,0.9995,1.0,0.001901
锈蚀钢筋,1,12,5.997759,5.991244,6.003898,0.003286,0.9995,1.0,0.00211
锈蚀钢筋,1,13,5.823676,5.818847,5.828668,0.002667,0.9995,1.0,0.001686
锈蚀钢筋,1,14,5.840148,5.831606,5.849185,0.004628,0.9995,1.0,0.00301
锈蚀钢筋,1,15,5.91337,5.902123,5.924461,0.005921,0.9995,1.0,0.003777
锈蚀钢筋,1,22,5.257388,5.235839,5.281448,0.011881,0.9995,1.0,0.008675
锈蚀钢筋,1,30,5.428137,5.404643,5.454859,0.013135,0.9995,1.0,0.009251
锈蚀钢筋,1,37,5.47381,5.431783,5.521912,0.023526,0.9995,1.0,0.016466
锈蚀钢筋,1,44,5.683125,5.633911,5.740854,0.028108,0.9995,1.0,0.018818
锈蚀钢筋,1,51,6.2673,6.21323,6.336034,0.031868,0.9995,1.0,0.019594
锈蚀钢筋,1,58,5.189,5.138858,5.251092,0.028,0.9995,1.0,0.021629
锈蚀钢筋,1,90,5.297357,5.163618,5.435919,0.071197,0.9995,1.0,0.051403
锈蚀钢筋,2,1,4.867163,4.847016,4.884955,0.010013,0.9995,1.0,0.007795
锈蚀钢筋,2,2,4.695228,4.676177,4.712224,0.009422,0.9995,1.0,0.007677
锈蚀钢筋,2,3,4.532657,4.514589,4.548869,0.008939,0.9995,0.999999,0.007563
锈蚀钢筋,2,4,4.600747,4.583996,4.615636,0.008226,0.9995,1.0,0.006877
锈蚀钢筋,2,5,4.68024,4.664856,4.693969,0.007587,0.9995,1.0,0.00622
锈蚀钢筋,2,6,4.696309,4.684103,4.706846,0.00592,0.9995,1.0,0.004843
锈蚀钢筋,2,7,4.746394,4.736362,4.754883,0.004863,0.9995,1.0,0.003902
锈蚀钢筋,2,8,4.741219,4.733662,4.747299,0.003445,0.9995,1.0,0.002876
锈蚀钢筋,2,9,4.808458,4.803042,4.813087,0.00252,0.9995,1.0,0.002089
锈蚀钢筋,2,10,4.944946,4.940545,4.948513,0.002,0.9995,1.0,0.001611
锈蚀钢筋,2,11,5.126314,5.121176,5.130919,0.002512,0.9995,1.0,0.001901
锈蚀钢筋,2,12,5.287404,5.28166,5.292815,0.002897,0.9995,1.0,0.00211
锈蚀钢筋,2,13,5.134119,5.129862,5.138521,0.002351,0.9995,1.0,0.001686
锈蚀钢筋,2,14,5.148434,5.140903,5.156401,0.00408,0.9995,1.0,0.00301
锈蚀钢筋,2,15,5.213216,5.203301,5.222994,0.00522,0.9995,1.0,0.003777
锈蚀钢筋,2,22,4.635128,4.616129,4.65634,0.010474,0.9995,1.0,0.008675
锈蚀钢筋,2,30,4.786249,4.765533,4.809812,0.011581,0.9995,1.0,0.009251
锈蚀钢筋,2,37,4.825151,4.788105,4.867554,0.020738,0.9995,1.0,0.016466
锈蚀钢筋,2,44,5.0094,4.96602,5.060285,0.024775,0.9995,1.0,0.018818
锈蚀钢筋,2,51,5.52832,5.480625,5.588949,0.02811,0.9995,1.0,0.019594
锈蚀钢筋,2,58,4.584659,4.540356,4.639519,0.024739,0.9995,0.999999,0.021629
锈蚀钢筋,2,90,4.635188,4.518165,4.756429,0.062297,0.9995,1.0,0.051403
锈蚀钢筋,3,1,5.419692,5.397258,5.439503,0.01115,0.9995,1.0,0.007795
锈蚀钢筋,3,2,5.228295,5.207081,5.24722,0.010492,0.9995,1.0,0.007677
锈蚀钢筋,3,3,5.047385,5.027264,5.065437,0.009955,0.9995,1.0,0.007563
锈蚀钢筋,3,4,5.123015,5.104363,5.139594,0.00916,0.9995,1.0,0.006877
锈蚀钢筋,3,5,5.21162,5.194489,5.226907,0.008448,0.9995,1.0,0.00622
锈蚀钢筋,3,6,5.229433,5.215842,5.241166,0.006592,0.9995,1.0,0.004843
锈蚀钢筋,3,7,5.285434,5.274262,5.294887,0.005415,0.9995,1.0,0.003902
锈蚀钢筋,3,8,5.279558,5.271143,5.286328,0.003836,0.9995,1.0,0.002876
锈蚀钢筋,3,9,5.354365,5.348334,5.359519,0.002806,0.9995,1.0,0.002089
锈蚀钢筋,3,10,5.506371,5.501469,5.510342,0.002227,0.9995,1.0,0.001611
锈蚀钢筋,3,11,5.708401,5.70268,5.713529,0.002797,0.9995,1.0,0.001901
锈蚀钢筋,3,12,5.887898,5.881502,5.893924,0.003226,0.9995,1.0,0.00211
锈蚀钢筋,3,13,5.717043,5.712303,5.721945,0.002618,0.9995,1.0,0.001686
锈蚀钢筋,3,14,5.733144,5.724759,5.742016,0.004543,0.9995,1.0,0.00301
锈蚀钢筋,3,15,5.804769,5.793729,5.815656,0.005812,0.9995,1.0,0.003777
锈蚀钢筋,3,22,5.161256,5.140101,5.184876,0.011663,0.9995,1.0,0.008675
锈蚀钢筋,3,30,5.329063,5.305997,5.355298,0.012895,0.9995,1.0,0.009251
锈蚀钢筋,3,37,5.374943,5.333676,5.422177,0.023101,0.9995,1.0,0.016466
锈蚀钢筋,3,44,5.577712,5.529411,5.634371,0.027586,0.9995,1.0,0.018818
锈蚀钢筋,3,51,6.15505,6.101948,6.222552,0.031297,0.9995,1.0,0.019594
锈蚀钢筋,3,58,5.105642,5.056306,5.166737,0.02755,0.9995,1.0,0.021629
锈蚀钢筋,3,90,5.297357,5.163618,5.435919,0.071197,0.9995,1.0,0.051403
锈蚀钢筋,4,1,5.269451,5.247639,5.288713,0.010841,0.9995,1.0,0.007795
锈蚀钢筋,4,2,5.083384,5.062757,5.101784,0.010201,0.9995,1.0,0.007677
锈蚀钢筋,4,3,4.907485,4.887922,4.925036,0.009679,0.9995,1.0,0.007563
锈蚀钢筋,4,4,4.981044,4.962908,4.997163,0.008906,0.9995,1.0,0.006877
锈蚀钢筋,4,5,5.06713,5.050475,5.081994,0.008214,0.9995,1.0,0.00622
锈蚀钢筋,4,6,5.084547,5.071332,5.095955,0.00641,0.9995,1.0,0.004843
锈蚀钢筋,4,7,5.138906,5.128044,5.148097,0.005265,0.9995,1.0,0.003902
锈蚀钢筋,4,8,5.133308,5.125126,5.13989,0.003729,0.9995,1.0,0.002876
锈蚀钢筋,4,9,5.20598,5.200116,5.210992,0.002728,0.9995,1.0,0.002089
锈蚀钢筋,4,10,5.353652,5.348886,5.357513,0.002165,0.9995,1.0,0.001611
锈蚀钢筋,4,11,5.54997,5.544407,5.554955,0.002719,0.9995,1.0,0.001901
锈蚀钢筋,4,12,5.724753,5.718534,5.730612,0.003137,0.9995,1.0,0.00211
锈蚀钢筋,4,13,5.558486,5.553877,5.563251,0.002545,0.9995,1.0,0.001686
锈蚀钢筋,4,14,5.57413,5.565976,5.582755,0.004417,0.9995,1.0,0.00301
锈蚀钢筋,4,15,5.644025,5.63329,5.654611,0.005651,0.9995,1.0,0.003777
锈蚀钢筋,4,22,5.018357,4.997788,5.041323,0.01134,0.9995,1.0,0.008675
锈蚀钢筋,4,30,5.18115,5.158724,5.206656,0.012537,0.9995,1.0,0.009251
锈蚀钢筋,4,37,5.225438,5.185319,5.271359,0.022458,0.9995,1.0,0.016466
锈蚀钢筋,4,44,5.421885,5.374933,5.47696,0.026816,0.9995,1.0,0.018818
锈蚀钢筋,4,51,5.986675,5.935025,6.052331,0.030441,0.9995,1.0,0.019594
锈蚀钢筋,4,58,4.959767,4.91184,5.019116,0.026763,0.9995,1.0,0.021629
锈蚀钢筋,4,90,4.635188,4.518165,4.756429,0.062297,0.9995,1.0,0.051403
锈蚀钢筋,5,1,4.27125,4.253569,4.286863,0.008787,0.9995,0.999995,0.007795
锈蚀钢筋,5,2,4.120506,4.103787,4.135421,0.008269,0.9995,0.999985,0.007677
锈蚀钢筋,5,3,3.97778,3.961923,3.992006,0.007845,0.9995,0.999963,0.007563
锈蚀钢筋,5,4,4.037528,4.022828,4.050594,0.007219,0.9995,0.999975,0.006877
锈蚀钢筋,5,5,4.107203,4.093703,4.119251,0.006658,0.9995,0.999984,0.00622
锈蚀钢筋,5,6,4.121337,4.110625,4.130584,0.005195,0.9995,0.999986,0.004843
锈蚀钢筋,5,7,4.165408,4.156604,4.172858,0.004268,0.9995,0.999989,0.003902
锈蚀钢筋,5,8,4.160864,4.154232,4.166199,0.003023,0.9995,0.999989,0.002876
锈蚀钢筋,5,9,4.219748,4.214995,4.22381,0.002212,0.9995,0.999993,0.002089
锈蚀钢筋,5,10,4.339646,4.335783,4.342776,0.001755,0.9995,0.999997,0.001611
锈蚀钢筋,5,11,4.498806,4.494298,4.502848,0.002204,0.9995,0.999999,0.001901
锈蚀钢筋,5,12,4.640211,4.63517,4.64496,0.002542,0.9995,1.0,0.00211
锈蚀钢筋,5,13,4.505452,4.501716,4.509314,0.002063,0.9995,0.999999,0.001686
锈蚀钢筋,5,14,4.518338,4.511729,4.52533,0.003581,0.9995,0.999999,0.00301
锈蚀钢筋,5,15,4.574915,4.566213,4.583495,0.004581,0.9995,0.999999,0.003777
锈蚀钢筋,5,22,4.067429,4.050757,4.086042,0.009192,0.9995,0.999979,0.008675
锈蚀钢筋,5,30,4.200178,4.181998,4.220855,0.010163,0.9995,0.999991,0.009251
锈蚀钢筋,5,37,4.234365,4.201855,4.271576,0.018199,0.9995,0.999993,0.016466
锈蚀钢筋,5,44,4.395256,4.357194,4.439903,0.021738,0.9995,0.999998,0.018818
