样品类型,样品编号,测量天数,观测剩磁(mT),保留率R,反推初值点估计(mT),反推初值下界(mT),反推初值上界(mT),三区域判定,辅助概率
小号铁夹,18,90,0.0007,0.000389,1.797344,1.774354,1.821945,支持曾遭雷击,1.0
小号铁夹,19,1,2.564,0.87411,2.93327,2.92517,2.941362,支持曾遭雷击,1.0
小号铁夹,19,2,2.2829,0.803269,2.842011,2.83409,2.849965,支持曾遭雷击,1.0
小号铁夹,19,3,2.0326,0.737632,2.755576,2.747635,2.763425,支持曾遭雷击,1.0
小号铁夹,19,4,1.9177,0.687933,2.787625,2.780345,2.794719,支持曾遭雷击,1.0
小号铁夹,19,5,1.8045,0.638238,2.827315,2.820542,2.833888,支持曾遭雷击,1.0
小号铁夹,19,6,1.7013,0.601659,2.827681,2.822813,2.832431,支持曾遭雷击,1.0
小号铁夹,19,7,1.6046,0.563319,2.848476,2.844845,2.85203,支持曾遭雷击,1.0
小号铁夹,19,8,1.5167,0.53494,2.835272,2.833596,2.836924,支持曾遭雷击,1.0
小号铁夹,19,9,1.4264,0.49754,2.866907,2.86589,2.867969,支持曾遭雷击,1.0
小号铁夹,19,10,1.3389,0.455328,2.940515,2.939555,2.941609,支持曾遭雷击,1.0
小号铁夹,19,11,1.2546,0.412611,3.040639,3.03844,3.042703,支持曾遭雷击,1.0
小号铁夹,19,12,1.178,0.376629,3.127749,3.124741,3.130554,支持曾遭雷击,1.0
小号铁夹,19,13,1.1154,0.368662,3.025537,3.023045,3.028092,支持曾遭雷击,1.0
小号铁夹,19,14,1.0513,0.347624,3.024249,3.019923,3.029028,支持曾遭雷击,1.0
小号铁夹,19,15,0.9882,0.323657,3.053234,3.047844,3.059197,支持曾遭雷击,1.0
小号铁夹,19,22,0.5273,0.192999,2.732143,2.722417,2.743077,支持曾遭雷击,1.0
小号铁夹,19,30,0.2753,0.097795,2.815077,2.80626,2.82435,支持曾遭雷击,1.0
小号铁夹,19,37,0.1706,0.060954,2.798832,2.781949,2.816204,支持曾遭雷击,1.0
小号铁夹,19,44,0.0997,0.034542,2.886329,2.867736,2.905512,支持曾遭雷击,1.0
小号铁夹,19,51,0.0578,0.018229,3.170807,3.153574,3.186754,支持曾遭雷击,1.0
小号铁夹,19,58,0.0241,0.008813,2.734568,2.724679,2.744963,支持曾遭雷击,1.0
小号铁夹,19,90,0.0011,0.000389,2.824398,2.788271,2.863056,支持曾遭雷击,1.0
小号铁夹,20,1,2.2116,0.87411,2.530117,2.523131,2.537097,支持曾遭雷击,1.0
小号铁夹,20,2,1.9692,0.803269,2.451482,2.444649,2.458343,支持曾遭雷击,1.0
小号铁夹,20,3,1.7533,0.737632,2.376932,2.370082,2.383702,支持曾遭雷击,1.0
小号铁夹,20,4,1.6542,0.687933,2.404594,2.398314,2.410713,支持曾遭雷击,1.0
小号铁夹,20,5,1.5565,0.638238,2.438745,2.432903,2.444415,支持曾遭雷击,1.0
小号铁夹,20,6,1.4676,0.601659,2.439255,2.435056,2.443353,支持曾遭雷击,1.0
小号铁夹,20,7,1.3841,0.563319,2.457046,2.453913,2.460111,支持曾遭雷击,1.0
小号铁夹,20,8,1.3083,0.53494,2.445695,2.444249,2.447121,支持曾遭雷击,1.0
小号铁夹,20,9,1.2304,0.49754,2.472969,2.472091,2.473885,支持曾遭雷击,1.0
小号铁夹,20,10,1.1549,0.455328,2.536411,2.535583,2.537355,支持曾遭雷击,1.0
小号铁夹,20,11,1.0822,0.412611,2.622812,2.620915,2.624592,支持曾遭雷击,1.0
小号铁夹,20,12,1.0161,0.376629,2.697883,2.695288,2.700302,支持曾遭雷击,1.0
小号铁夹,20,13,0.9621,0.368662,2.609709,2.607559,2.611912,支持曾遭雷击,1.0
小号铁夹,20,14,0.9068,0.347624,2.608569,2.604838,2.612691,支持曾遭雷击,1.0
小号铁夹,20,15,0.8524,0.323657,2.633654,2.629005,2.638797,支持曾遭雷击,1.0
小号铁夹,20,22,0.4548,0.192999,2.356493,2.348104,2.365924,支持曾遭雷击,1.0
小号铁夹,20,30,0.2374,0.097795,2.427531,2.419928,2.435527,支持曾遭雷击,1.0
小号铁夹,20,37,0.1472,0.060954,2.414936,2.400369,2.429925,支持曾遭雷击,1.0
小号铁夹,20,44,0.086,0.034542,2.489712,2.473674,2.506259,支持曾遭雷击,1.0
小号铁夹,20,51,0.0498,0.018229,2.731941,2.717093,2.745681,支持曾遭雷击,1.0
小号铁夹,20,58,0.0208,0.008813,2.360125,2.35159,2.369096,支持曾遭雷击,1.0
小号铁夹,20,90,0.001,0.000389,2.567635,2.534792,2.602778,支持曾遭雷击,1.0
普通钢筋,1,1,2.1603,0.879701,2.455721,2.448632,2.462971,支持曾遭雷击,1.0
普通钢筋,1,2,1.9766,0.8242,2.398203,2.391056,2.405291,支持曾遭雷击,1.0
普通钢筋,1,3,1.8085,0.771639,2.343714,2.336536,2.350688,支持曾遭雷击,1.0
普通钢筋,1,4,1.7291,0.733709,2.356658,2.350349,2.362531,支持曾遭雷击,1.0
普通钢筋,1,5,1.6499,0.694005,2.37736,2.371546,2.382791,支持曾遭雷击,1.0
普通钢筋,1,6,1.5768,0.667011,2.363978,2.359831,2.368043,支持曾遭雷击,1.0
普通钢筋,1,7,1.5072,0.636707,2.367179,2.364201,2.370087,支持曾遭雷击,1.0
普通钢筋,1,8,1.4431,0.616443,2.34101,2.340145,2.341957,支持曾遭雷击,1.0
普通钢筋,1,9,1.3765,0.584546,2.354819,2.354179,2.355424,支持曾遭雷击,1.0
普通钢筋,1,10,1.3109,0.545404,2.403539,2.402694,2.40444,支持曾遭雷击,1.0
普通钢筋,1,11,1.2469,0.503891,2.474541,2.472886,2.476046,支持曾遭雷击,1.0
普通钢筋,1,12,1.1879,0.468935,2.533187,2.530771,2.535358,支持曾遭雷击,1.0
普通钢筋,1,13,1.1389,0.467983,2.433635,2.431669,2.435716,支持曾遭雷击,1.0
普通钢筋,1,14,1.0881,0.449898,2.418549,2.41506,2.422329,支持曾遭雷击,1.0
普通钢筋,1,15,1.0375,0.427063,2.429382,2.425213,2.434032,支持曾遭雷击,1.0
普通钢筋,1,22,0.641,0.291596,2.198249,2.190894,2.206508,支持曾遭雷击,1.0
普通钢筋,1,30,0.3892,0.17249,2.256359,2.248559,2.263212,支持曾遭雷击,1.0
普通钢筋,1,37,0.2693,0.123103,2.187592,2.174272,2.201643,支持曾遭雷击,1.0
普通钢筋,1,44,0.1783,0.07988,2.232106,2.217131,2.247309,支持曾遭雷击,1.0
普通钢筋,1,51,0.1172,0.048269,2.428081,2.415116,2.439824,支持曾遭雷击,1.0
普通钢筋,1,58,0.0601,0.026721,2.249161,2.244703,2.253683,支持曾遭雷击,1.0
普通钢筋,1,90,0.0057,0.002193,2.598929,2.570706,2.632227,支持曾遭雷击,1.0
普通钢筋,2,1,3.4999,0.879701,3.978512,3.967026,3.990257,支持曾遭雷击,1.0
普通钢筋,2,2,3.2023,0.8242,3.885341,3.873762,3.896825,支持曾遭雷击,1.0
普通钢筋,2,3,2.9299,0.771639,3.796984,3.785356,3.808283,支持曾遭雷击,1.0
普通钢筋,2,4,2.8014,0.733709,3.818137,3.807916,3.827653,支持曾遭雷击,1.0
普通钢筋,2,5,2.6731,0.694005,3.851701,3.842281,3.860499,支持曾遭雷击,1.0
普通钢筋,2,6,2.5545,0.667011,3.82977,3.823051,3.836356,支持曾遭雷击,1.0
普通钢筋,2,7,2.4418,0.636707,3.835044,3.830219,3.839755,支持曾遭雷击,1.0
普通钢筋,2,8,2.338,0.616443,3.792724,3.791324,3.794259,支持曾遭雷击,1.0
普通钢筋,2,9,2.2301,0.584546,3.815097,3.81406,3.816078,支持曾遭雷击,1.0
普通钢筋,2,10,2.1238,0.545404,3.893993,3.892624,3.895453,支持曾遭雷击,1.0
普通钢筋,2,11,2.0202,0.503891,4.009197,4.006515,4.011635,支持曾遭雷击,1.0
普通钢筋,2,12,1.9245,0.468935,4.10398,4.100066,4.107497,支持曾遭雷击,1.0
普通钢筋,2,13,1.8451,0.467983,3.942664,3.939479,3.946035,支持曾遭雷击,1.0
普通钢筋,2,14,1.7628,0.449898,3.918223,3.91257,3.924346,支持曾遭雷击,1.0
普通钢筋,2,15,1.6808,0.427063,3.935717,3.928962,3.943249,支持曾遭雷击,1.0
普通钢筋,2,22,1.0385,0.291596,3.561438,3.549522,3.574818,支持曾遭雷击,1.0
普通钢筋,2,30,0.6305,0.17249,3.655279,3.642643,3.66638,支持曾遭雷击,1.0
普通钢筋,2,37,0.4364,0.123103,3.544987,3.523402,3.567756,支持曾遭雷击,1.0
普通钢筋,2,44,0.2889,0.07988,3.616688,3.592424,3.641322,支持曾遭雷击,1.0
普通钢筋,2,51,0.1899,0.048269,3.934237,3.91323,3.953265,支持曾遭雷击,1.0
普通钢筋,2,58,0.0973,0.026721,3.64132,3.634103,3.648642,支持曾遭雷击,1.0
普通钢筋,2,90,0.0093,0.002193,4.240358,4.19431,4.294687,支持曾遭雷击,1.0
普通钢筋,3,1,1.8456,0.879701,2.097986,2.091929,2.104179,支持曾遭雷击,1.0
普通钢筋,3,2,1.6887,0.8242,2.048895,2.042789,2.054951,支持曾遭雷击,1.0
普通钢筋,3,3,1.545,0.771639,2.002232,1.9961,2.00819,支持曾遭雷击,1.0
普通钢筋,3,4,1.4773,0.733709,2.01347,2.00808,2.018488,支持曾遭雷击,1.0
普通钢筋,3,5,1.4096,0.694005,2.031109,2.026142,2.035749,支持曾遭雷击,1.0
普通钢筋,3,6,1.3471,0.667011,2.019606,2.016063,2.023079,支持曾遭雷击,1.0
普通钢筋,3,7,1.2877,0.636707,2.022437,2.019892,2.024921,支持曾遭雷击,1.0
普通钢筋,3,8,1.2329,0.616443,2.000021,1.999283,2.000831,支持曾遭雷击,1.0
普通钢筋,3,9,1.176,0.584546,2.011818,2.011271,2.012335,支持曾遭雷击,1.0
普通钢筋,3,10,1.12,0.545404,2.053523,2.052801,2.054293,支持曾遭雷击,1.0
普通钢筋,3,11,1.0653,0.503891,2.114146,2.112732,2.115432,支持曾遭雷击,1.0
普通钢筋,3,12,1.0148,0.468935,2.164053,2.161989,2.165907,支持曾遭雷击,1.0
普通钢筋,3,13,0.973,0.467983,2.079135,2.077455,2.080913,支持曾遭雷击,1.0
普通钢筋,3,14,0.9296,0.449898,2.066247,2.063266,2.069476,支持曾遭雷击,1.0
普通钢筋,3,15,0.8863,0.427063,2.075337,2.071775,2.079308,支持曾遭雷击,1.0
普通钢筋,3,22,0.5476,0.291596,1.877943,1.871659,1.884998,支持曾遭雷击,1.0
普通钢筋,3,30,0.3325,0.17249,1.927645,1.920981,1.9335,支持曾遭雷击,1.0
普通钢筋,3,37,0.2301,0.123103,1.86916,1.857779,1.881166,支持曾遭雷击,1.0
普通钢筋,3,44,0.1523,0.07988,1.906617,1.893825,1.919603,支持曾遭雷击,1.0
普通钢筋,3,51,0.1001,0.048269,2.073813,2.06274,2.083843,支持曾遭雷击,1.0
普通钢筋,3,58,0.0513,0.026721,1.919833,1.916027,1.923693,支持曾遭雷击,1.0
普通钢筋,3,90,0.0049,0.002193,2.234167,2.209905,2.262792,支持曾遭雷击,1.0
普通钢筋,4,1,4.9868,0.879701,5.668746,5.65238,5.68548,支持曾遭雷击,1.0
普通钢筋,4,2,4.5627,0.8242,5.535911,5.519412,5.552273,支持曾遭雷击,1.0
普通钢筋,4,3,4.1746,0.771639,5.410045,5.393476,5.426143,支持曾遭雷击,1.0
普通钢筋,4,4,3.9914,0.733709,5.440035,5.425472,5.453593,支持曾遭雷击,1.0
普通钢筋,4,5,3.8086,0.694005,5.487856,5.474434,5.500392,支持曾遭雷击,1.0
普通钢筋,4,6,3.6397,0.667011,5.456729,5.447156,5.466112,支持曾遭雷击,1.0
普通钢筋,4,7,3.4792,0.636707,5.464364,5.457489,5.471077,支持曾遭雷击,1.0
普通钢筋,4,8,3.3312,0.616443,5.403902,5.401906,5.406089,支持曾遭雷击,1.0
普通钢筋,4,9,3.1774,0.584546,5.435671,5.434194,5.437069,支持曾遭雷击,1.0
普通钢筋,4,10,3.0261,0.545404,5.548362,5.546412,5.550443,支持曾遭雷击,1.0
普通钢筋,4,11,2.8784,0.503891,5.712342,5.70852,5.715815,支持曾遭雷击,1.0
普通钢筋,4,12,2.742,0.468935,5.847292,5.841715,5.852303,支持曾遭雷击,1.0
普通钢筋,4,13,2.6289,0.467983,5.617511,5.612972,5.622314,支持曾遭雷击,1.0
普通钢筋,4,14,2.5117,0.449898,5.582823,5.574768,5.591547,支持曾遭雷击,1.0
普通钢筋,4,15,2.3948,0.427063,5.6076,5.597977,5.618332,支持曾遭雷击,1.0
普通钢筋,4,22,1.4797,0.291596,5.074492,5.057514,5.093556,支持曾遭雷击,1.0
普通钢筋,4,30,0.8983,0.17249,5.20783,5.189827,5.223647,支持曾遭雷击,1.0
普通钢筋,4,37,0.6217,0.123103,5.050226,5.019476,5.082663,支持曾遭雷击,1.0
普通钢筋,4,44,0.4116,0.07988,5.152747,5.118178,5.187844,支持曾遭雷击,1.0
普通钢筋,4,51,0.2706,0.048269,5.606132,5.576198,5.633246,支持曾遭雷击,1.0
普通钢筋,4,58,0.1387,0.026721,5.190659,5.18037,5.201096,支持曾遭雷击,1.0
普通钢筋,4,90,0.0132,0.002193,6.018573,5.953214,6.095684,支持曾遭雷击,1.0
普通钢筋,5,1,2.6512,0.879701,3.013752,3.005051,3.022649,支持曾遭雷击,1.0
普通钢筋,5,2,2.4258,0.8242,2.943216,2.934445,2.951915,支持曾遭雷击,1.0
普通钢筋,5,3,2.2194,0.771639,2.876217,2.867408,2.884775,支持曾遭雷击,1.0
普通钢筋,5,4,2.1221,0.733709,2.892293,2.88455,2.899501,支持曾遭雷击,1.0
普通钢筋,5,5,2.0249,0.694005,2.917702,2.910566,2.924367,支持曾遭雷击,1.0
普通钢筋,5,6,1.9351,0.667011,2.90115,2.89606,2.906139,支持曾遭雷击,1.0
普通钢筋,5,7,1.8497,0.636707,2.905103,2.901448,2.908672,支持曾遭雷击,1.0
普通钢筋,5,8,1.7711,0.616443,2.873094,2.872033,2.874257,支持曾遭雷击,1.0
普通钢筋,5,9,1.6893,0.584546,2.889935,2.889149,2.890678,支持曾遭雷击,1.0
普通钢筋,5,10,1.6088,0.545404,2.949739,2.948702,2.950845,支持曾遭雷击,1.0
普通钢筋,5,11,1.5303,0.503891,3.036964,3.034932,3.038811,支持曾遭雷击,1.0
普通钢筋,5,12,1.4578,0.468935,3.108746,3.105781,3.11141,支持曾遭雷击,1.0
普通钢筋,5,13,1.3977,0.467983,2.986646,2.984234,2.9892,支持曾遭雷击,1.0
普通钢筋,5,14,1.3354,0.449898,2.968229,2.963947,2.972868,支持曾遭雷击,1.0
普通钢筋,5,15,1.2732,0.427063,2.981291,2.976175,2.986997,支持曾遭雷击,1.0
普通钢筋,5,22,0.7867,0.291596,2.697914,2.688887,2.708049,支持曾遭雷击,1.0
普通钢筋,5,30,0.4776,0.17249,2.768852,2.75928,2.777261,支持曾遭雷击,1.0
普通钢筋,5,37,0.3305,0.123103,2.684735,2.668388,2.701979,支持曾遭雷击,1.0
普通钢筋,5,44,0.2188,0.07988,2.739118,2.720742,2.757775,支持曾遭雷击,1.0
普通钢筋,5,51,0.1439,0.048269,2.981236,2.965317,2.995655,支持曾遭雷击,1.0
普通钢筋,5,58,0.0737,0.026721,2.758122,2.752655,2.763668,支持曾遭雷击,1.0
普通钢筋,5,90,0.007,0.002193,3.191667,3.157007,3.23256,支持曾遭雷击,1.0
普通钢筋,6,1,4.1007,0.879701,4.661471,4.648014,4.675232,支持曾遭雷击,1.0
普通钢筋,6,2,3.752,0.8242,4.552291,4.538724,4.565746,支持曾遭雷击,1.0
普通钢筋,6,3,3.4329,0.771639,4.448844,4.435219,4.462082,支持曾遭雷击,1.0
普通钢筋,6,4,3.2823,0.733709,4.473575,4.461599,4.484724,支持曾遭雷击,1.0
普通钢筋,6,5,3.1319,0.694005,4.512791,4.501754,4.5231,支持曾遭雷击,1.0
普通钢筋,6,6,2.993,0.667011,4.48718,4.479308,4.494896,支持曾遭雷击,1.0
普通钢筋,6,7,2.861,0.636707,4.493431,4.487778,4.498951,支持曾遭雷击,1.0
普通钢筋,6,8,2.7393,0.616443,4.443717,4.442076,4.445515,支持曾遭雷击,1.0
普通钢筋,6,9,2.6129,0.584546,4.469965,4.468749,4.471114,支持曾遭雷击,1.0
普通钢筋,6,10,2.4884,0.545404,4.562488,4.560884,4.564199,支持曾遭雷击,1.0
普通钢筋,6,11,2.367,0.503891,4.697441,4.694298,4.700297,支持曾遭雷击,1.0
普通钢筋,6,12,2.2548,0.468935,4.808342,4.803756,4.812463,支持曾遭雷击,1.0
普通钢筋,6,13,2.1618,0.467983,4.619398,4.615666,4.623347,支持曾遭雷击,1.0
普通钢筋,6,14,2.0654,0.449898,4.59082,4.584196,4.597994,支持曾遭雷击,1.0
普通钢筋,6,15,1.9693,0.427063,4.611261,4.603347,4.620086,支持曾遭雷击,1.0
普通钢筋,6,22,1.2168,0.291596,4.172901,4.158939,4.188578,支持曾遭雷击,1.0
普通钢筋,6,30,0.7387,0.17249,4.28256,4.267756,4.295567,支持曾遭雷击,1.0
普通钢筋,6,37,0.5113,0.123103,4.153419,4.128129,4.180096,支持曾遭雷击,1.0
普通钢筋,6,44,0.3385,0.07988,4.237622,4.209192,4.266485,支持曾遭雷击,1.0
普通钢筋,6,51,0.2225,0.048269,4.609624,4.585011,4.631919,支持曾遭雷击,1.0
普通钢筋,6,58,0.114,0.026721,4.266295,4.257839,4.274874,支持曾遭雷击,1.0
普通钢筋,6,90,0.0108,0.002193,4.924287,4.870811,4.987378,支持曾遭雷击,1.0
普通钢筋,7,1,2.8413,0.879701,3.229848,3.220524,3.239383,支持曾遭雷击,1.0
普通钢筋,7,2,2.5996,0.8242,3.154087,3.144687,3.163409,支持曾遭雷击,1.0
普通钢筋,7,3,2.3785,0.771639,3.082401,3.072961,3.091573,支持曾遭雷击,1.0
普通钢筋,7,4,2.2742,0.733709,3.099596,3.091298,3.107321,支持曾遭雷击,1.0
普通钢筋,7,5,2.17,0.694005,3.126778,3.119131,3.133921,支持曾遭雷击,1.0
普通钢筋,7,6,2.0738,0.667011,3.109093,3.103638,3.114439,支持曾遭雷击,1.0
普通钢筋,7,7,1.9823,0.636707,3.113362,3.109445,3.117187,支持曾遭雷击,1.0
普通钢筋,7,8,1.898,0.616443,3.078952,3.077815,3.080198,支持曾遭雷击,1.0
普通钢筋,7,9,1.8104,0.584546,3.097104,3.096262,3.097901,支持曾遭雷击,1.0
普通钢筋,7,10,1.7241,0.545404,3.161142,3.160031,3.162328,支持曾遭雷击,1.0
普通钢筋,7,11,1.64,0.503891,3.25467,3.252492,3.256649,支持曾遭雷击,1.0
普通钢筋,7,12,1.5623,0.468935,3.331592,3.328414,3.334447,支持曾遭雷击,1.0
普通钢筋,7,13,1.4978,0.467983,3.200543,3.197957,3.203279,支持曾遭雷击,1.0
普通钢筋,7,14,1.4311,0.449898,3.180944,3.176355,3.185915,支持曾遭雷击,1.0
普通钢筋,7,15,1.3645,0.427063,3.195077,3.189594,3.201192,支持曾遭雷击,1.0
普通钢筋,7,22,0.8431,0.291596,2.891332,2.881658,2.902194,支持曾遭雷击,1.0
普通钢筋,7,30,0.5118,0.17249,2.967124,2.956867,2.976136,支持曾遭雷击,1.0
普通钢筋,7,37,0.3542,0.123103,2.877256,2.859737,2.895736,支持曾遭雷击,1.0
普通钢筋,7,44,0.2345,0.07988,2.935664,2.915969,2.955659,支持曾遭雷击,1.0
普通钢筋,7,51,0.1542,0.048269,3.194625,3.177567,3.210076,支持曾遭雷击,1.0
普通钢筋,7,58,0.079,0.026721,2.956468,2.950607,2.962412,支持曾遭雷击,1.0
普通钢筋,7,90,0.0075,0.002193,3.419644,3.382508,3.463457,支持曾遭雷击,1.0
普通钢筋,8,1,3.5893,0.879701,4.080137,4.068358,4.092182,支持曾遭雷击,1.0
普通钢筋,8,2,3.284,0.8242,3.984468,3.972593,3.996244,支持曾遭雷击,1.0
普通钢筋,8,3,3.0047,0.771639,3.893921,3.881996,3.905508,支持曾遭雷击,1.0
普通钢筋,8,4,2.8729,0.733709,3.915588,3.905106,3.925346,支持曾遭雷击,1.0
普通钢筋,8,5,2.7413,0.694005,3.949971,3.940311,3.958994,支持曾遭雷击,1.0
普通钢筋,8,6,2.6197,0.667011,3.92752,3.920629,3.934273,支持曾遭雷击,1.0
普通钢筋,8,7,2.5042,0.636707,3.933048,3.9281,3.93788,支持曾遭雷击,1.0
普通钢筋,8,8,2.3977,0.616443,3.88957,3.888134,3.891144,支持曾遭雷击,1.0
普通钢筋,8,9,2.287,0.584546,3.912438,3.911374,3.913444,支持曾遭雷击,1.0
普通钢筋,8,10,2.1781,0.545404,3.993552,3.992148,3.99505,支持曾遭雷击,1.0
普通钢筋,8,11,2.0718,0.503891,4.1116,4.108849,4.1141,支持曾遭雷击,1.0
普通钢筋,8,12,1.9736,0.468935,4.208686,4.204672,4.212292,支持曾遭雷击,1.0
普通钢筋,8,13,1.8922,0.467983,4.043308,4.040042,4.046765,支持曾遭雷击,1.0
普通钢筋,8,14,1.8078,0.449898,4.018246,4.012448,4.024525,支持曾遭雷击,1.0
普通钢筋,8,15,1.7237,0.427063,4.03617,4.029244,4.043895,支持曾遭雷击,1.0
普通钢筋,8,22,1.065,0.291596,3.652318,3.640097,3.666038,支持曾遭雷击,1.0
普通钢筋,8,30,0.6466,0.17249,3.748617,3.735659,3.760002,支持曾遭雷击,1.0
普通钢筋,8,37,0.4475,0.123103,3.635155,3.613021,3.658504,支持曾遭雷击,1.0
普通钢筋,8,44,0.2962,0.07988,3.708075,3.683198,3.733332,支持曾遭雷击,1.0
普通钢筋,8,51,0.1948,0.048269,4.035752,4.014203,4.055271,支持曾遭雷击,1.0
普通钢筋,8,58,0.0998,0.026721,3.734879,3.727476,3.742389,支持曾遭雷击,1.0
普通钢筋,8,90,0.0095,0.002193,4.331549,4.28451,4.387046,支持曾遭雷击,1.0
普通钢筋,9,1,3.685,0.879701,4.188924,4.176831,4.20129,支持曾遭雷击,1.0
普通钢筋,9,2,3.3716,0.8242,4.090752,4.078561,4.102843,支持曾遭雷击,1.0
普通钢筋,9,3,3.0848,0.771639,3.997726,3.985483,4.009622,支持曾遭雷击,1.0
普通钢筋,9,4,2.9495,0.733709,4.019989,4.009227,4.030008,支持曾遭雷击,1.0
普通钢筋,9,5,2.8144,0.694005,4.055301,4.045384,4.064565,支持曾遭雷击,1.0
普通钢筋,9,6,2.6896,0.667011,4.032315,4.025241,4.039249,支持曾遭雷击,1.0
普通钢筋,9,7,2.5709,0.636707,4.037806,4.032726,4.042766,支持曾遭雷击,1.0
普通钢筋,9,8,2.4616,0.616443,3.993229,3.991755,3.994845,支持曾遭雷击,1.0
普通钢筋,9,9,2.3479,0.584546,4.016621,4.015529,4.017654,支持曾遭雷击,1.0
普通钢筋,9,10,2.2361,0.545404,4.099895,4.098454,4.101433,支持曾遭雷击,1.0
普通钢筋,9,11,2.127,0.503891,4.221148,4.218324,4.223714,支持曾遭雷击,1.0
普通钢筋,9,12,2.0262,0.468935,4.320855,4.316734,4.324557,支持曾遭雷击,1.0
普通钢筋,9,13,1.9426,0.467983,4.151005,4.147651,4.154554,支持曾遭雷击,1.0
普通钢筋,9,14,1.856,0.449898,4.125381,4.119429,4.131828,支持曾遭雷击,1.0
普通钢筋,9,15,1.7697,0.427063,4.143882,4.136771,4.151813,支持曾遭雷击,1.0
普通钢筋,9,22,1.0934,0.291596,3.749713,3.737167,3.763799,支持曾遭雷击,1.0
普通钢筋,9,30,0.6638,0.17249,3.848333,3.83503,3.860021,支持曾遭雷击,1.0
普通钢筋,9,37,0.4594,0.123103,3.731822,3.709099,3.755791,支持曾遭雷击,1.0
普通钢筋,9,44,0.3041,0.07988,3.806974,3.781433,3.832904,支持曾遭雷击,1.0
普通钢筋,9,51,0.2,0.048269,4.143483,4.121359,4.163523,支持曾遭雷击,1.0
普通钢筋,9,58,0.1025,0.026721,3.835923,3.82832,3.843636,支持曾遭雷击,1.0
普通钢筋,9,90,0.0097,0.002193,4.422739,4.37471,4.479404,支持曾遭雷击,1.0
普通钢筋,10,1,2.3858,0.879701,2.712059,2.704229,2.720065,支持曾遭雷击,1.0
普通钢筋,10,2,2.1829,0.8242,2.648506,2.640613,2.656334,支持曾遭雷击,1.0
普通钢筋,10,3,1.9973,0.771639,2.588388,2.580461,2.59609,支持曾遭雷击,1.0
普通钢筋,10,4,1.9096,0.733709,2.602668,2.595701,2.609155,支持曾遭雷击,1.0
普通钢筋,10,5,1.8222,0.694005,2.625629,2.619208,2.631627,支持曾遭雷击,1.0
普通钢筋,10,6,1.7414,0.667011,2.61075,2.60617,2.61524,支持曾遭雷击,1.0
普通钢筋,10,7,1.6646,0.636707,2.614389,2.611099,2.6176,支持曾遭雷击,1.0
普通钢筋,10,8,1.5938,0.616443,2.585476,2.584522,2.586523,支持曾遭雷击,1.0
普通钢筋,10,9,1.5202,0.584546,2.600651,2.599944,2.601319,支持曾遭雷击,1.0
普通钢筋,10,10,1.4478,0.545404,2.654545,2.653612,2.655541,支持曾遭雷击,1.0
普通钢筋,10,11,1.3771,0.503891,2.73293,2.731102,2.734592,支持曾遭雷击,1.0
普通钢筋,10,12,1.3119,0.468935,2.797616,2.794948,2.800013,支持曾遭雷击,1.0
普通钢筋,10,13,1.2578,0.467983,2.687704,2.685533,2.690002,支持曾遭雷击,1.0
普通钢筋,10,14,1.2017,0.449898,2.671051,2.667197,2.675225,支持曾遭雷击,1.0
普通钢筋,10,15,1.1458,0.427063,2.682975,2.67837,2.68811,支持曾遭雷击,1.0
普通钢筋,10,22,0.7079,0.291596,2.427677,2.419554,2.436797,支持曾遭雷击,1.0
普通钢筋,10,30,0.4298,0.17249,2.491735,2.483121,2.499303,支持曾遭雷击,1.0
普通钢筋,10,37,0.2975,0.123103,2.416667,2.401953,2.43219,支持曾遭雷击,1.0
普通钢筋,10,44,0.1969,0.07988,2.464956,2.448419,2.481745,支持曾遭雷击,1.0
普通钢筋,10,51,0.1295,0.048269,2.682905,2.66858,2.695881,支持曾遭雷击,1.0
普通钢筋,10,58,0.0663,0.026721,2.481187,2.476269,2.486176,支持曾遭雷击,1.0
普通钢筋,10,90,0.0063,0.002193,2.872501,2.841307,2.909304,支持曾遭雷击,1.0
锈蚀钢筋,1,1,4.8101,0.871267,5.520809,5.496127,5.540659,支持曾遭雷击,1.0
锈蚀钢筋,1,2,4.2192,0.792209,5.32587,5.302568,5.344655,支持曾遭雷击,1.0
锈蚀钢筋,1,3,3.7009,0.719798,5.141578,5.119343,5.159383,支持曾遭雷击,1.0
锈蚀钢筋,1,4,3.4663,0.664218,5.218616,5.198337,5.235099,支持曾遭雷击,1.0
锈蚀钢筋,1,5,3.237,0.609734,5.308875,5.290141,5.324138,支持曾遭雷击,1.0
锈蚀钢筋,1,6,3.0296,0.568723,5.32702,5.312299,5.338484,支持曾遭雷击,1.0
锈蚀钢筋,1,7,2.8366,0.526863,5.383941,5.371382,5.392679,支持曾遭雷击,1.0
锈蚀钢筋,1,8,2.6624,0.495041,5.378136,5.368835,5.384614,支持曾遭雷击,1.0
锈蚀钢筋,1,9,2.4848,0.455572,5.454239,5.447682,5.459064,支持曾遭雷击,1.0
锈蚀钢筋,1,10,2.3139,0.412522,5.609153,5.603812,5.612747,支持曾遭雷击,1.0
锈蚀钢筋,1,11,2.1508,0.369876,5.814923,5.8086,5.819608,支持曾遭雷击,1.0
锈蚀钢筋,1,12,2.0036,0.334058,5.997759,5.990727,6.003589,支持曾遭雷击,1.0
锈蚀钢筋,1,13,1.8842,0.323541,5.823676,5.818788,5.82833,支持曾遭雷击,1.0
