样品类型,样品编号,测量天数,观测剩磁(mT),保留率R,动态阈值(mT),反推初值点估计(mT),反推初值下界(mT),反推初值上界(mT),区间相对宽度,三区域判定,辅助概率,高风险提示
小号铁夹,11,14,1.0059,0.347624,0.347624,2.893648,2.889403,2.89801,0.002974,支持曾遭雷击,1.0,否
小号铁夹,11,15,0.9456,0.323657,0.323657,2.921613,2.916149,2.926938,0.003693,支持曾遭雷击,1.0,否
小号铁夹,11,22,0.5045,0.192999,0.192999,2.614007,2.604021,2.62378,0.007559,支持曾遭雷击,1.0,否
小号铁夹,11,30,0.2634,0.097795,0.097795,2.693394,2.683944,2.702649,0.006944,支持曾遭雷击,1.0,否
小号铁夹,11,37,0.1632,0.060954,0.060954,2.677429,2.660165,2.695397,0.013159,支持曾遭雷击,1.0,否
小号铁夹,11,44,0.0954,0.034542,0.034542,2.761843,2.74242,2.781403,0.014115,灰区/证据不足,1.0,是
小号铁夹,11,51,0.0553,0.018229,0.018229,3.033661,3.015677,3.050712,0.011549,灰区/证据不足,1.0,是
小号铁夹,11,58,0.023,0.008813,0.008813,2.609754,2.600626,2.618729,0.006937,灰区/证据不足,1.0,是
小号铁夹,11,90,0.0011,0.000389,0.000389,2.824398,2.78515,2.863402,0.027706,灰区/证据不足,1.0,是
小号铁夹,12,1,1.8224,0.87411,0.87411,2.084864,2.078465,2.09124,0.006128,支持曾遭雷击,1.0,否
小号铁夹,12,2,1.6227,0.803269,0.803269,2.02012,2.013813,2.0263,0.006181,支持曾遭雷击,1.0,否
小号铁夹,12,3,1.4448,0.737632,0.737632,1.958702,1.952585,1.964698,0.006184,支持曾遭雷击,1.0,否
小号铁夹,12,4,1.3631,0.687933,0.687933,1.981442,1.975946,1.986807,0.005481,支持曾遭雷击,1.0,否
小号铁夹,12,5,1.2826,0.638238,0.638238,2.009595,2.004486,2.014553,0.005009,支持曾遭雷击,1.0,否
小号铁夹,12,6,1.2093,0.601659,0.601659,2.009942,2.006288,2.013586,0.003631,支持曾遭雷击,1.0,否
小号铁夹,12,7,1.1406,0.563319,0.563319,2.024786,2.022089,2.027522,0.002683,支持曾遭雷击,1.0,否
小号铁夹,12,8,1.078,0.53494,0.53494,2.01518,2.014126,2.016353,0.001105,支持曾遭雷击,1.0,否
小号铁夹,12,9,1.0139,0.49754,0.49754,2.037827,2.037133,2.038567,0.000704,支持曾遭雷击,1.0,否
小号铁夹,12,10,0.9516,0.455328,0.455328,2.08992,2.0892,2.090747,0.000741,支持曾遭雷击,1.0,否
小号铁夹,12,11,0.8918,0.412611,0.412611,2.16136,2.159882,2.162866,0.00138,支持曾遭雷击,1.0,否
小号铁夹,12,12,0.8373,0.376629,0.376629,2.223144,2.221091,2.225244,0.001868,支持曾遭雷击,1.0,否
小号铁夹,12,13,0.7928,0.368662,0.368662,2.15048,2.148763,2.152308,0.001649,支持曾遭雷击,1.0,否
小号铁夹,12,14,0.7473,0.347624,0.347624,2.149739,2.146586,2.15298,0.002974,支持曾遭雷击,1.0,否
小号铁夹,12,15,0.7024,0.323657,0.323657,2.1702,2.166141,2.174155,0.003693,支持曾遭雷击,1.0,否
小号铁夹,12,22,0.3748,0.192999,0.192999,1.941982,1.934563,1.949242,0.007559,支持曾遭雷击,1.0,否
小号铁夹,12,30,0.1957,0.097795,0.097795,2.001128,1.994107,2.008004,0.006944,支持曾遭雷击,1.0,否
小号铁夹,12,37,0.1213,0.060954,0.060954,1.990026,1.977194,2.003381,0.013159,支持曾遭雷击,1.0,否
小号铁夹,12,44,0.0709,0.034542,0.034542,2.052565,2.03813,2.067101,0.014115,灰区/证据不足,1.0,是
小号铁夹,12,51,0.0411,0.018229,0.018229,2.254674,2.241308,2.267346,0.011549,灰区/证据不足,1.0,是
小号铁夹,12,58,0.0171,0.008813,0.008813,1.940295,1.933509,1.946968,0.006937,灰区/证据不足,1.0,是
小号铁夹,12,90,0.0008,0.000389,0.000389,2.054108,2.025564,2.082474,0.027706,灰区/证据不足,1.0,是
小号铁夹,13,1,1.6702,0.87411,0.87411,1.910744,1.904879,1.916588,0.006128,支持曾遭雷击,1.0,否
小号铁夹,13,2,1.4871,0.803269,0.803269,1.85131,1.84553,1.856974,0.006181,支持曾遭雷击,1.0,否
小号铁夹,13,3,1.3241,0.737632,0.737632,1.79507,1.789464,1.800566,0.006184,支持曾遭雷击,1.0,否
小号铁夹,13,4,1.2492,0.687933,0.687933,1.815874,1.810837,1.82079,0.005481,支持曾遭雷击,1.0,否
小号铁夹,13,5,1.1755,0.638238,0.638238,1.841789,1.837107,1.846334,0.005009,支持曾遭雷击,1.0,否
小号铁夹,13,6,1.1083,0.601659,0.601659,1.842073,1.838724,1.845413,0.003631,支持曾遭雷击,1.0,否
小号铁夹,13,7,1.0453,0.563319,0.563319,1.85561,1.853138,1.858117,0.002683,支持曾遭雷击,1.0,否
小号铁夹,13,8,0.988,0.53494,0.53494,1.846936,1.845971,1.848012,0.001105,支持曾遭雷击,1.0,否
小号铁夹,13,9,0.9292,0.49754,0.49754,1.86759,1.866954,1.868268,0.000704,支持曾遭雷击,1.0,否
小号铁夹,13,10,0.8721,0.455328,0.455328,1.915321,1.914661,1.916079,0.000741,支持曾遭雷击,1.0,否
小号铁夹,13,11,0.8173,0.412611,0.412611,1.980802,1.979448,1.982182,0.00138,支持曾遭雷击,1.0,否
小号铁夹,13,12,0.7674,0.376629,0.376629,2.037551,2.035669,2.039475,0.001868,支持曾遭雷击,1.0,否
小号铁夹,13,13,0.7266,0.368662,0.368662,1.970912,1.969338,1.972587,0.001649,支持曾遭雷击,1.0,否
小号铁夹,13,14,0.6848,0.347624,0.347624,1.969947,1.967058,1.972917,0.002974,支持曾遭雷击,1.0,否
小号铁夹,13,15,0.6438,0.323657,0.323657,1.989144,1.985424,1.992769,0.003693,支持曾遭雷击,1.0,否
小号铁夹,13,22,0.3435,0.192999,0.192999,1.779805,1.773006,1.786459,0.007559,支持曾遭雷击,1.0,否
小号铁夹,13,30,0.1793,0.097795,0.097795,1.83343,1.826998,1.83973,0.006944,支持曾遭雷击,1.0,否
小号铁夹,13,37,0.1111,0.060954,0.060954,1.822686,1.810933,1.834918,0.013159,支持曾遭雷击,1.0,否
小号铁夹,13,44,0.065,0.034542,0.034542,1.881759,1.868525,1.895086,0.014115,灰区/证据不足,1.0,是
小号铁夹,13,51,0.0376,0.018229,0.018229,2.06267,2.050442,2.074263,0.011549,灰区/证据不足,1.0,是
小号铁夹,13,58,0.0157,0.008813,0.008813,1.781441,1.77521,1.787567,0.006937,灰区/证据不足,1.0,是
小号铁夹,13,90,0.0007,0.000389,0.000389,1.797344,1.772368,1.822165,0.027706,灰区/证据不足,1.0,是
小号铁夹,14,1,2.946,0.87411,0.87411,3.370286,3.359941,3.380594,0.006128,支持曾遭雷击,1.0,否
小号铁夹,14,2,2.623,0.803269,0.803269,3.265406,3.255212,3.275396,0.006181,支持曾遭雷击,1.0,否
小号铁夹,14,3,2.3355,0.737632,0.737632,3.166215,3.156328,3.175909,0.006184,支持曾遭雷击,1.0,否
小号铁夹,14,4,2.2034,0.687933,0.687933,3.202927,3.194043,3.211598,0.005481,支持曾遭雷击,1.0,否
小号铁夹,14,5,2.0733,0.638238,0.638238,3.248474,3.240216,3.256489,0.005009,支持曾遭雷击,1.0,否
小号铁夹,14,6,1.9548,0.601659,0.601659,3.249016,3.243109,3.254907,0.003631,支持曾遭雷击,1.0,否
小号铁夹,14,7,1.8437,0.563319,0.563319,3.272925,3.268565,3.277347,0.002683,支持曾遭雷击,1.0,否
小号铁夹,14,8,1.7426,0.53494,0.53494,3.257562,3.255859,3.259459,0.001105,支持曾遭雷击,1.0,否
小号铁夹,14,9,1.6389,0.49754,0.49754,3.294009,3.292887,3.295205,0.000704,支持曾遭雷击,1.0,否
小号铁夹,14,10,1.5383,0.455328,0.455328,3.378441,3.377276,3.379778,0.000741,支持曾遭雷击,1.0,否
小号铁夹,14,11,1.4416,0.412611,0.412611,3.493851,3.491463,3.496285,0.00138,支持曾遭雷击,1.0,否
小号铁夹,14,12,1.3535,0.376629,0.376629,3.593725,3.590406,3.59712,0.001868,支持曾遭雷击,1.0,否
小号铁夹,14,13,1.2816,0.368662,0.368662,3.476357,3.47358,3.479312,0.001649,支持曾遭雷击,1.0,否
小号铁夹,14,14,1.2079,0.347624,0.347624,3.474736,3.469639,3.479974,0.002974,支持曾遭雷击,1.0,否
小号铁夹,14,15,1.1355,0.323657,0.323657,3.508346,3.501784,3.51474,0.003693,支持曾遭雷击,1.0,否
小号铁夹,14,22,0.6058,0.192999,0.192999,3.138881,3.12689,3.150616,0.007559,支持曾遭雷击,1.0,否
小号铁夹,14,30,0.3163,0.097795,0.097795,3.234322,3.222975,3.245436,0.006944,支持曾遭雷击,1.0,否
小号铁夹,14,37,0.196,0.060954,0.060954,3.21554,3.194806,3.237119,0.013159,支持曾遭雷击,1.0,否
小号铁夹,14,44,0.1146,0.034542,0.034542,3.317686,3.294353,3.341182,0.014115,灰区/证据不足,1.0,是
小号铁夹,14,51,0.0664,0.018229,0.018229,3.642588,3.620994,3.663061,0.011549,灰区/证据不足,1.0,是
小号铁夹,14,58,0.0277,0.008813,0.008813,3.143051,3.132058,3.15386,0.006937,灰区/证据不足,1.0,是
小号铁夹,14,90,0.0013,0.000389,0.000389,3.337925,3.291541,3.38402,0.027706,灰区/证据不足,1.0,是
小号铁夹,15,1,2.9701,0.87411,0.87411,3.397857,3.387428,3.408249,0.006128,支持曾遭雷击,1.0,否
小号铁夹,15,2,2.6446,0.803269,0.803269,3.292296,3.282018,3.302369,0.006181,支持曾遭雷击,1.0,否
小号铁夹,15,3,2.3547,0.737632,0.737632,3.192244,3.182276,3.202018,0.006184,支持曾遭雷击,1.0,否
小号铁夹,15,4,2.2215,0.687933,0.687933,3.229238,3.220281,3.23798,0.005481,支持曾遭雷击,1.0,否
小号铁夹,15,5,2.0903,0.638238,0.638238,3.27511,3.266784,3.283191,0.005009,支持曾遭雷击,1.0,否
小号铁夹,15,6,1.9709,0.601659,0.601659,3.275776,3.26982,3.281715,0.003631,支持曾遭雷击,1.0,否
小号铁夹,15,7,1.8588,0.563319,0.563319,3.29973,3.295335,3.304188,0.002683,支持曾遭雷击,1.0,否
小号铁夹,15,8,1.7569,0.53494,0.53494,3.284294,3.282577,3.286207,0.001105,支持曾遭雷击,1.0,否
小号铁夹,15,9,1.6524,0.49754,0.49754,3.321142,3.320011,3.322348,0.000704,支持曾遭雷击,1.0,否
小号铁夹,15,10,1.551,0.455328,0.455328,3.406333,3.405158,3.407681,0.000741,支持曾遭雷击,1.0,否
小号铁夹,15,11,1.4534,0.412611,0.412611,3.522449,3.520042,3.524904,0.00138,支持曾遭雷击,1.0,否
小号铁夹,15,12,1.3646,0.376629,0.376629,3.623197,3.619851,3.62662,0.001868,支持曾遭雷击,1.0,否
小号铁夹,15,13,1.2921,0.368662,0.368662,3.504838,3.502039,3.507818,0.001649,支持曾遭雷击,1.0,否
小号铁夹,15,14,1.2178,0.347624,0.347624,3.503215,3.498077,3.508496,0.002974,支持曾遭雷击,1.0,否
小号铁夹,15,15,1.1448,0.323657,0.323657,3.53708,3.530465,3.543526,0.003693,支持曾遭雷击,1.0,否
小号铁夹,15,22,0.6108,0.192999,0.192999,3.164788,3.152698,3.17662,0.007559,支持曾遭雷击,1.0,否
小号铁夹,15,30,0.3189,0.097795,0.097795,3.260909,3.249468,3.272113,0.006944,支持曾遭雷击,1.0,否
小号铁夹,15,37,0.1976,0.060954,0.060954,3.241789,3.220886,3.263545,0.013159,支持曾遭雷击,1.0,否
小号铁夹,15,44,0.1155,0.034542,0.034542,3.343741,3.320225,3.367421,0.014115,灰区/证据不足,1.0,是
小号铁夹,15,51,0.0669,0.018229,0.018229,3.670017,3.64826,3.690644,0.011549,灰区/证据不足,1.0,是
小号铁夹,15,58,0.0279,0.008813,0.008813,3.165745,3.154672,3.176632,0.006937,灰区/证据不足,1.0,是
小号铁夹,15,90,0.0013,0.000389,0.000389,3.337925,3.291541,3.38402,0.027706,灰区/证据不足,1.0,是
小号铁夹,16,1,2.7432,0.87411,0.87411,3.138279,3.128646,3.147877,0.006128,支持曾遭雷击,1.0,否
小号铁夹,16,2,2.4425,0.803269,0.803269,3.040699,3.031207,3.050002,0.006181,支持曾遭雷击,1.0,否
小号铁夹,16,3,2.1747,0.737632,0.737632,2.94822,2.939013,2.957246,0.006184,支持曾遭雷击,1.0,否
小号铁夹,16,4,2.0517,0.687933,0.687933,2.982411,2.974139,2.990486,0.005481,支持曾遭雷击,1.0,否
小号铁夹,16,5,1.9306,0.638238,0.638238,3.02489,3.0172,3.032354,0.005009,支持曾遭雷击,1.0,否
小号铁夹,16,6,1.8203,0.601659,0.601659,3.025468,3.019967,3.030953,0.003631,支持曾遭雷击,1.0,否
小号铁夹,16,7,1.7168,0.563319,0.563319,3.047653,3.043593,3.05177,0.002683,支持曾遭雷击,1.0,否
小号铁夹,16,8,1.6227,0.53494,0.53494,3.033425,3.031839,3.035191,0.001105,支持曾遭雷击,1.0,否
小号铁夹,16,9,1.5261,0.49754,0.49754,3.067293,3.066248,3.068407,0.000704,支持曾遭雷击,1.0,否
小号铁夹,16,10,1.4324,0.455328,0.455328,3.145861,3.144777,3.147106,0.000741,支持曾遭雷击,1.0,否
小号铁夹,16,11,1.3423,0.412611,0.412611,3.253188,3.250965,3.255455,0.00138,支持曾遭雷击,1.0,否
小号铁夹,16,12,1.2604,0.376629,0.376629,3.346532,3.343441,3.349693,0.001868,支持曾遭雷击,1.0,否
小号铁夹,16,13,1.1933,0.368662,0.368662,3.236842,3.234257,3.239593,0.001649,支持曾遭雷击,1.0,否
小号铁夹,16,14,1.1248,0.347624,0.347624,3.235684,3.230938,3.240562,0.002974,支持曾遭雷击,1.0,否
小号铁夹,16,15,1.0573,0.323657,0.323657,3.266732,3.260622,3.272686,0.003693,支持曾遭雷击,1.0,否
小号铁夹,16,22,0.5641,0.192999,0.192999,2.922818,2.911652,2.933745,0.007559,支持曾遭雷击,1.0,否
小号铁夹,16,30,0.2945,0.097795,0.097795,3.011407,3.000841,3.021754,0.006944,支持曾遭雷击,1.0,否
小号铁夹,16,37,0.1825,0.060954,0.060954,2.994062,2.974755,3.014155,0.013159,支持曾遭雷击,1.0,否
小号铁夹,16,44,0.1067,0.034542,0.034542,3.08898,3.067256,3.110856,0.014115,灰区/证据不足,1.0,是
小号铁夹,16,51,0.0618,0.018229,0.018229,3.39024,3.370142,3.409295,0.011549,灰区/证据不足,1.0,是
小号铁夹,16,58,0.0258,0.008813,0.008813,2.927463,2.917224,2.93753,0.006937,灰区/证据不足,1.0,是
小号铁夹,16,90,0.0012,0.000389,0.000389,3.081161,3.038345,3.123711,0.027706,灰区/证据不足,1.0,是
小号铁夹,17,1,2.016,0.87411,0.87411,2.306347,2.299267,2.3134,0.006128,支持曾遭雷击,1.0,否
小号铁夹,17,2,1.795,0.803269,0.803269,2.234618,2.227642,2.241455,0.006181,支持曾遭雷击,1.0,否
小号铁夹,17,3,1.5982,0.737632,0.737632,2.166664,2.159898,2.173298,0.006184,支持曾遭雷击,1.0,否
小号铁夹,17,4,1.5078,0.687933,0.687933,2.191782,2.185703,2.197716,0.005481,支持曾遭雷击,1.0,否
小号铁夹,17,5,1.4188,0.638238,0.638238,2.222995,2.217344,2.22848,0.005009,支持曾遭雷击,1.0,否
小号铁夹,17,6,1.3377,0.601659,0.601659,2.223352,2.21931,2.227383,0.003631,支持曾遭雷击,1.0,否
小号铁夹,17,7,1.2617,0.563319,0.563319,2.239762,2.236778,2.242788,0.002683,支持曾遭雷击,1.0,否
小号铁夹,17,8,1.1925,0.53494,0.53494,2.229222,2.228057,2.230521,0.001105,支持曾遭雷击,1.0,否
小号铁夹,17,9,1.1216,0.49754,0.49754,2.254293,2.253525,2.255111,0.000704,支持曾遭雷击,1.0,否
小号铁夹,17,10,1.0527,0.455328,0.455328,2.311958,2.311161,2.312873,0.000741,支持曾遭雷击,1.0,否
小号铁夹,17,11,0.9865,0.412611,0.412611,2.390874,2.38924,2.39254,0.00138,支持曾遭雷击,1.0,否
小号铁夹,17,12,0.9263,0.376629,0.376629,2.459452,2.45718,2.461775,0.001868,支持曾遭雷击,1.0,否
小号铁夹,17,13,0.877,0.368662,0.368662,2.378874,2.376974,2.380896,0.001649,支持曾遭雷击,1.0,否
小号铁夹,17,14,0.8266,0.347624,0.347624,2.37786,2.374372,2.381444,0.002974,支持曾遭雷击,1.0,否
小号铁夹,17,15,0.777,0.323657,0.323657,2.400691,2.396201,2.405066,0.003693,支持曾遭雷击,1.0,否
小号铁夹,17,22,0.4146,0.192999,0.192999,2.148201,2.139994,2.156232,0.007559,支持曾遭雷击,1.0,否
小号铁夹,17,30,0.2164,0.097795,0.097795,2.212796,2.205032,2.220399,0.006944,支持曾遭雷击,1.0,否
小号铁夹,17,37,0.1341,0.060954,0.060954,2.20002,2.185834,2.214784,0.013159,支持曾遭雷击,1.0,否
小号铁夹,17,44,0.0784,0.034542,0.034542,2.269691,2.253729,2.285765,0.014115,灰区/证据不足,1.0,是
小号铁夹,17,51,0.0454,0.018229,0.018229,2.490565,2.4758,2.504563,0.011549,灰区/证据不足,1.0,是
小号铁夹,17,58,0.0189,0.008813,0.008813,2.144537,2.137036,2.151912,0.006937,灰区/证据不足,1.0,是
小号铁夹,17,90,0.0009,0.000389,0.000389,2.310871,2.278759,2.342783,0.027706,灰区/证据不足,1.0,是
小号铁夹,18,1,1.7173,0.87411,0.87411,1.964627,1.958597,1.970636,0.006128,支持曾遭雷击,1.0,否
小号铁夹,18,2,1.529,0.803269,0.803269,1.903472,1.897529,1.909295,0.006181,支持曾遭雷击,1.0,否
小号铁夹,18,3,1.3614,0.737632,0.737632,1.845637,1.839873,1.851288,0.006184,支持曾遭雷击,1.0,否
小号铁夹,18,4,1.2844,0.687933,0.687933,1.867042,1.861863,1.872096,0.005481,支持曾遭雷击,1.0,否
小号铁夹,18,5,1.2086,0.638238,0.638238,1.893651,1.888837,1.898323,0.005009,支持曾遭雷击,1.0,否
小号铁夹,18,6,1.1395,0.601659,0.601659,1.89393,1.890486,1.897364,0.003631,支持曾遭雷击,1.0,否
小号铁夹,18,7,1.0747,0.563319,0.563319,1.907801,1.905259,1.910378,0.002683,支持曾遭雷击,1.0,否
小号铁夹,18,8,1.0158,0.53494,0.53494,1.898905,1.897912,1.900011,0.001105,支持曾遭雷击,1.0,否
小号铁夹,18,9,0.9554,0.49754,0.49754,1.920249,1.919595,1.920946,0.000704,支持曾遭雷击,1.0,否
小号铁夹,18,10,0.8967,0.455328,0.455328,1.969348,1.968669,1.970127,0.000741,支持曾遭雷击,1.0,否
小号铁夹,18,11,0.8403,0.412611,0.412611,2.036545,2.035153,2.037964,0.00138,支持曾遭雷击,1.0,否
小号铁夹,18,12,0.789,0.376629,0.376629,2.094901,2.092967,2.09688,0.001868,支持曾遭雷击,1.0,否
小号铁夹,18,13,0.7471,0.368662,0.368662,2.026518,2.0249,2.028241,0.001649,支持曾遭雷击,1.0,否
小号铁夹,18,14,0.7041,0.347624,0.347624,2.025467,2.022496,2.02852,0.002974,支持曾遭雷击,1.0,否
小号铁夹,18,15,0.6619,0.323657,0.323657,2.045067,2.041243,2.048795,0.003693,支持曾遭雷击,1.0,否
小号铁夹,18,22,0.3532,0.192999,0.192999,1.830064,1.823073,1.836906,0.007559,支持曾遭雷击,1.0,否
小号铁夹,18,30,0.1844,0.097795,0.097795,1.88558,1.878965,1.892059,0.006944,支持曾遭雷击,1.0,否
小号铁夹,18,37,0.1143,0.060954,0.060954,1.875185,1.863093,1.887769,0.013159,支持曾遭雷击,1.0,否
小号铁夹,18,44,0.0668,0.034542,0.034542,1.933869,1.920269,1.947565,0.014115,灰区/证据不足,1.0,是
小号铁夹,18,51,0.0387,0.018229,0.018229,2.123014,2.110429,2.134947,0.011549,灰区/证据不足,1.0,是
小号铁夹,18,58,0.0161,0.008813,0.008813,1.826828,1.820438,1.83311,0.006937,灰区/证据不足,1.0,是
小号铁夹,18,90,0.0007,0.000389,0.000389,1.797344,1.772368,1.822165,0.027706,灰区/证据不足,1.0,是
小号铁夹,19,1,2.564,0.87411,0.87411,2.93327,2.924267,2.942241,0.006128,支持曾遭雷击,1.0,否
小号铁夹,19,2,2.2829,0.803269,0.803269,2.842011,2.833139,2.850706,0.006181,支持曾遭雷击,1.0,否
小号铁夹,19,3,2.0326,0.737632,0.737632,2.755576,2.746971,2.764013,0.006184,支持曾遭雷击,1.0,否
小号铁夹,19,4,1.9177,0.687933,0.687933,2.787625,2.779893,2.795172,0.005481,支持曾遭雷击,1.0,否
小号铁夹,19,5,1.8045,0.638238,0.638238,2.827315,2.820127,2.834291,0.005009,支持曾遭雷击,1.0,否
小号铁夹,19,6,1.7013,0.601659,0.601659,2.827681,2.82254,2.832808,0.003631,支持曾遭雷击,1.0,否
小号铁夹,19,7,1.6046,0.563319,0.563319,2.848476,2.844681,2.852325,0.002683,支持曾遭雷击,1.0,否
小号铁夹,19,8,1.5167,0.53494,0.53494,2.835272,2.83379,2.836923,0.001105,支持曾遭雷击,1.0,否
小号铁夹,19,9,1.4264,0.49754,0.49754,2.866907,2.865931,2.867948,0.000704,支持曾遭雷击,1.0,否
小号铁夹,19,10,1.3389,0.455328,0.455328,2.940515,2.939501,2.941679,0.000741,支持曾遭雷击,1.0,否
小号铁夹,19,11,1.2546,0.412611,0.412611,3.040639,3.038561,3.042758,0.00138,支持曾遭雷击,1.0,否
小号铁夹,19,12,1.178,0.376629,0.376629,3.127749,3.12486,3.130703,0.001868,支持曾遭雷击,1.0,否
小号铁夹,19,13,1.1154,0.368662,0.368662,3.025537,3.023121,3.028109,0.001649,支持曾遭雷击,1.0,否
小号铁夹,19,14,1.0513,0.347624,0.347624,3.024249,3.019813,3.028808,0.002974,支持曾遭雷击,1.0,否
小号铁夹,19,15,0.9882,0.323657,0.323657,3.053234,3.047524,3.058799,0.003693,支持曾遭雷击,1.0,否
小号铁夹,19,22,0.5273,0.192999,0.192999,2.732143,2.721705,2.742357,0.007559,支持曾遭雷击,1.0,否
小号铁夹,19,30,0.2753,0.097795,0.097795,2.815077,2.805201,2.82475,0.006944,支持曾遭雷击,1.0,否
小号铁夹,19,37,0.1706,0.060954,0.060954,2.798832,2.780785,2.817615,0.013159,支持曾遭雷击,1.0,否
小号铁夹,19,44,0.0997,0.034542,0.034542,2.886329,2.86603,2.90677,0.014115,灰区/证据不足,1.0,是
小号铁夹,19,51,0.0578,0.018229,0.018229,3.170807,3.15201,3.188628,0.011549,灰区/证据不足,1.0,是
小号铁夹,19,58,0.0241,0.008813,0.008813,2.734568,2.725004,2.743972,0.006937,灰区/证据不足,1.0,是
小号铁夹,19,90,0.0011,0.000389,0.000389,2.824398,2.78515,2.863402,0.027706,灰区/证据不足,1.0,是
小号铁夹,20,1,2.2116,0.87411,0.87411,2.530117,2.522351,2.537855,0.006128,支持曾遭雷击,1.0,否
小号铁夹,20,2,1.9692,0.803269,0.803269,2.451482,2.443829,2.458982,0.006181,支持曾遭雷击,1.0,否
小号铁夹,20,3,1.7533,0.737632,0.737632,2.376932,2.369509,2.384209,0.006184,支持曾遭雷击,1.0,否
小号铁夹,20,4,1.6542,0.687933,0.687933,2.404594,2.397924,2.411104,0.005481,支持曾遭雷击,1.0,否
小号铁夹,20,5,1.5565,0.638238,0.638238,2.438745,2.432546,2.444762,0.005009,支持曾遭雷击,1.0,否
小号铁夹,20,6,1.4676,0.601659,0.601659,2.439255,2.434821,2.443678,0.003631,支持曾遭雷击,1.0,否
小号铁夹,20,7,1.3841,0.563319,0.563319,2.457046,2.453773,2.460365,0.002683,支持曾遭雷击,1.0,否
小号铁夹,20,8,1.3083,0.53494,0.53494,2.445695,2.444417,2.447119,0.001105,支持曾遭雷击,1.0,否
小号铁夹,20,9,1.2304,0.49754,0.49754,2.472969,2.472126,2.473866,0.000704,支持曾遭雷击,1.0,否
小号铁夹,20,10,1.1549,0.455328,0.455328,2.536411,2.535537,2.537415,0.000741,支持曾遭雷击,1.0,否
小号铁夹,20,11,1.0822,0.412611,0.412611,2.622812,2.621019,2.624639,0.00138,支持曾遭雷击,1.0,否
小号铁夹,20,12,1.0161,0.376629,0.376629,2.697883,2.695391,2.700431,0.001868,支持曾遭雷击,1.0,否
小号铁夹,20,13,0.9621,0.368662,0.368662,2.609709,2.607624,2.611927,0.001649,支持曾遭雷击,1.0,否
小号铁夹,20,14,0.9068,0.347624,0.347624,2.608569,2.604743,2.612501,0.002974,支持曾遭雷击,1.0,否
小号铁夹,20,15,0.8524,0.323657,0.323657,2.633654,2.628728,2.638454,0.003693,支持曾遭雷击,1.0,否
小号铁夹,20,22,0.4548,0.192999,0.192999,2.356493,2.34749,2.365302,0.007559,支持曾遭雷击,1.0,否
小号铁夹,20,30,0.2374,0.097795,0.097795,2.427531,2.419014,2.435872,0.006944,支持曾遭雷击,1.0,否
小号铁夹,20,37,0.1472,0.060954,0.060954,2.414936,2.399364,2.431143,0.013159,支持曾遭雷击,1.0,否
小号铁夹,20,44,0.086,0.034542,0.034542,2.489712,2.472202,2.507344,0.014115,灰区/证据不足,1.0,是
小号铁夹,20,51,0.0498,0.018229,0.018229,2.731941,2.715745,2.747296,0.011549,灰区/证据不足,1.0,是
小号铁夹,20,58,0.0208,0.008813,0.008813,2.360125,2.35187,2.368242,0.006937,灰区/证据不足,1.0,是
小号铁夹,20,90,0.001,0.000389,0.000389,2.567635,2.531954,2.603092,0.027706,灰区/证据不足,1.0,是
普通钢筋,1,1,2.1603,0.879701,1.319551,2.455721,2.448381,2.462786,0.005866,支持曾遭雷击,1.0,否
普通钢筋,1,2,1.9766,0.8242,1.236301,2.398203,2.390977,2.405166,0.005916,支持曾遭雷击,1.0,否
普通钢筋,1,3,1.8085,0.771639,1.157458,2.343714,2.336432,2.350638,0.006061,支持曾遭雷击,1.0,否
普通钢筋,1,4,1.7291,0.733709,1.100563,2.356658,2.35028,2.362657,0.005252,支持曾遭雷击,1.0,否
普通钢筋,1,5,1.6499,0.694005,1.041008,2.37736,2.371465,2.38289,0.004806,支持曾遭雷击,1.0,否
普通钢筋,1,6,1.5768,0.667011,1.000517,2.363978,2.359734,2.368015,0.003503,支持曾遭雷击,1.0,否
普通钢筋,1,7,1.5072,0.636707,0.955061,2.367179,2.36411,2.370086,0.002524,支持曾遭雷击,1.0,否
普通钢筋,1,8,1.4431,0.616443,0.924665,2.34101,2.340049,2.341958,0.000815,支持曾遭雷击,1.0,否
普通钢筋,1,9,1.3765,0.584546,0.876819,2.354819,2.354162,2.355523,0.000578,支持曾遭雷击,1.0,否
普通钢筋,1,10,1.3109,0.545404,0.818106,2.403539,2.402694,2.404444,0.000728,支持曾遭雷击,1.0,否
普通钢筋,1,11,1.2469,0.503891,0.755837,2.474541,2.472889,2.476169,0.001325,支持曾遭雷击,1.0,否
普通钢筋,1,12,1.1879,0.468935,0.703402,2.533187,2.530889,2.535527,0.001831,支持曾遭雷击,1.0,否
普通钢筋,1,13,1.1389,0.467983,0.701975,2.433635,2.431669,2.435716,0.001663,支持曾遭雷击,1.0,否
普通钢筋,1,14,1.0881,0.449898,0.674847,2.418549,2.415002,2.422237,0.002991,支持曾遭雷击,1.0,否
普通钢筋,1,15,1.0375,0.427063,0.640595,2.429382,2.424963,2.433888,0.003674,支持曾遭雷击,1.0,否
普通钢筋,1,22,0.641,0.291596,0.437394,2.198249,2.190251,2.206496,0.00739,支持曾遭雷击,1.0,否
普通钢筋,1,30,0.3892,0.17249,0.258735,2.256359,2.248695,2.26402,0.006792,支持曾遭雷击,1.0,否
普通钢筋,1,37,0.2693,0.123103,0.184655,2.187592,2.174273,2.201682,0.012529,支持曾遭雷击,1.0,否
