sample_type,sample_id,delay_days,observed_magnetism_mt,retention_ratio,dynamic_threshold_mt,m0_hat_mt,static_threshold_mt,support_gap_mt
普通钢筋,8,12,1.9736,0.468935,0.703402,4.208686,1.5,2.708686
普通钢筋,8,13,1.8922,0.467983,0.701975,4.043308,1.5,2.543308
普通钢筋,8,14,1.8078,0.449898,0.674847,4.018246,1.5,2.518246
普通钢筋,8,15,1.7237,0.427063,0.640595,4.03617,1.5,2.53617
普通钢筋,8,22,1.065,0.291596,0.437394,3.652318,1.5,2.152318
普通钢筋,8,30,0.6466,0.17249,0.258735,3.748617,1.5,2.248617
普通钢筋,8,37,0.4475,0.123103,0.184655,3.635155,1.5,2.135155
普通钢筋,8,44,0.2962,0.07988,0.11982,3.708075,1.5,2.208075
普通钢筋,8,51,0.1948,0.048269,0.072403,4.035752,1.5,2.535752
普通钢筋,8,58,0.0998,0.026721,0.040082,3.734879,1.5,2.234879
普通钢筋,8,90,0.0095,0.002193,0.00329,4.331549,1.5,2.831549
普通钢筋,9,1,3.685,0.879701,1.319551,4.188924,1.5,2.688924
普通钢筋,9,2,3.3716,0.8242,1.236301,4.090752,1.5,2.590752
普通钢筋,9,3,3.0848,0.771639,1.157458,3.997726,1.5,2.497726
普通钢筋,9,4,2.9495,0.733709,1.100563,4.019989,1.5,2.519989
普通钢筋,9,5,2.8144,0.694005,1.041008,4.055301,1.5,2.555301
普通钢筋,9,6,2.6896,0.667011,1.000517,4.032315,1.5,2.532315
普通钢筋,9,7,2.5709,0.636707,0.955061,4.037806,1.5,2.537806
普通钢筋,9,8,2.4616,0.616443,0.924665,3.993229,1.5,2.493229
普通钢筋,9,9,2.3479,0.584546,0.876819,4.016621,1.5,2.516621
普通钢筋,9,10,2.2361,0.545404,0.818106,4.099895,1.5,2.599895
普通钢筋,9,11,2.127,0.503891,0.755837,4.221148,1.5,2.721148
普通钢筋,9,12,2.0262,0.468935,0.703402,4.320855,1.5,2.820855
普通钢筋,9,13,1.9426,0.467983,0.701975,4.151005,1.5,2.651005
普通钢筋,9,14,1.856,0.449898,0.674847,4.125381,1.5,2.625381
普通钢筋,9,15,1.7697,0.427063,0.640595,4.143882,1.5,2.643882
普通钢筋,9,22,1.0934,0.291596,0.437394,3.749713,1.5,2.249713
普通钢筋,9,30,0.6638,0.17249,0.258735,3.848333,1.5,2.348333
普通钢筋,9,37,0.4594,0.123103,0.184655,3.731822,1.5,2.231822
普通钢筋,9,44,0.3041,0.07988,0.11982,3.806974,1.5,2.306974
普通钢筋,9,51,0.2,0.048269,0.072403,4.143483,1.5,2.643483
普通钢筋,9,58,0.1025,0.026721,0.040082,3.835923,1.5,2.335923
普通钢筋,9,90,0.0097,0.002193,0.00329,4.422739,1.5,2.922739
普通钢筋,10,1,2.3858,0.879701,1.319551,2.712059,1.5,1.212059
普通钢筋,10,2,2.1829,0.8242,1.236301,2.648506,1.5,1.148506
普通钢筋,10,3,1.9973,0.771639,1.157458,2.588388,1.5,1.088388
普通钢筋,10,4,1.9096,0.733709,1.100563,2.602668,1.5,1.102668
普通钢筋,10,5,1.8222,0.694005,1.041008,2.625629,1.5,1.125629
普通钢筋,10,6,1.7414,0.667011,1.000517,2.61075,1.5,1.11075
普通钢筋,10,7,1.6646,0.636707,0.955061,2.614389,1.5,1.114389
普通钢筋,10,8,1.5938,0.616443,0.924665,2.585476,1.5,1.085476
普通钢筋,10,9,1.5202,0.584546,0.876819,2.600651,1.5,1.100651
普通钢筋,10,10,1.4478,0.545404,0.818106,2.654545,1.5,1.154545
普通钢筋,10,11,1.3771,0.503891,0.755837,2.73293,1.5,1.23293
普通钢筋,10,12,1.3119,0.468935,0.703402,2.797616,1.5,1.297616
普通钢筋,10,13,1.2578,0.467983,0.701975,2.687704,1.5,1.187704
普通钢筋,10,14,1.2017,0.449898,0.674847,2.671051,1.5,1.171051
普通钢筋,10,15,1.1458,0.427063,0.640595,2.682975,1.5,1.182975
普通钢筋,10,22,0.7079,0.291596,0.437394,2.427677,1.5,0.927677
普通钢筋,10,30,0.4298,0.17249,0.258735,2.491735,1.5,0.991735
普通钢筋,10,37,0.2975,0.123103,0.184655,2.416667,1.5,0.916667
普通钢筋,10,44,0.1969,0.07988,0.11982,2.464956,1.5,0.964956
普通钢筋,10,51,0.1295,0.048269,0.072403,2.682905,1.5,1.182905
普通钢筋,10,58,0.0663,0.026721,0.040082,2.481187,1.5,0.981187
普通钢筋,10,90,0.0063,0.002193,0.00329,2.872501,1.5,1.372501
锈蚀钢筋,1,1,4.8101,0.871267,1.306901,5.520809,1.5,4.020809
锈蚀钢筋,1,2,4.2192,0.792209,1.188313,5.32587,1.5,3.82587
锈蚀钢筋,1,3,3.7009,0.719798,1.079698,5.141578,1.5,3.641578
锈蚀钢筋,1,4,3.4663,0.664218,0.996327,5.218616,1.5,3.718616
锈蚀钢筋,1,5,3.237,0.609734,0.914601,5.308875,1.5,3.808875
锈蚀钢筋,1,6,3.0296,0.568723,0.853085,5.32702,1.5,3.82702
锈蚀钢筋,1,7,2.8366,0.526863,0.790295,5.383941,1.5,3.883941
锈蚀钢筋,1,8,2.6624,0.495041,0.742562,5.378136,1.5,3.878136
锈蚀钢筋,1,9,2.4848,0.455572,0.683358,5.454239,1.5,3.954239
锈蚀钢筋,1,10,2.3139,0.412522,0.618783,5.609153,1.5,4.109153
锈蚀钢筋,1,11,2.1508,0.369876,0.554814,5.814923,1.5,4.314923
锈蚀钢筋,1,12,2.0036,0.334058,0.501087,5.997759,1.5,4.497759
锈蚀钢筋,1,13,1.8842,0.323541,0.485312,5.823676,1.5,4.323676
锈蚀钢筋,1,14,1.7629,0.301859,0.452788,5.840148,1.5,4.340148
锈蚀钢筋,1,15,1.6444,0.278082,0.417123,5.91337,1.5,4.41337
锈蚀钢筋,1,22,0.8094,0.153955,0.230932,5.257388,1.5,3.757388
锈蚀钢筋,1,30,0.389,0.071664,0.107495,5.428137,1.5,3.928137
锈蚀钢筋,1,37,0.227,0.04147,0.062205,5.47381,1.5,3.97381
锈蚀钢筋,1,44,0.124,0.021819,0.032728,5.683125,1.5,4.183125
锈蚀钢筋,1,51,0.067,0.01069,0.016036,6.2673,1.5,4.7673
锈蚀钢筋,1,58,0.0249,0.004799,0.007198,5.189,1.5,3.689
锈蚀钢筋,1,90,0.0008,0.000151,0.000227,5.297357,1.5,3.797357
锈蚀钢筋,2,1,4.2406,0.871267,1.306901,4.867163,1.5,3.367163
锈蚀钢筋,2,2,3.7196,0.792209,1.188313,4.695228,1.5,3.195228
锈蚀钢筋,2,3,3.2626,0.719798,1.079698,4.532657,1.5,3.032657
锈蚀钢筋,2,4,3.0559,0.664218,0.996327,4.600747,1.5,3.100747
锈蚀钢筋,2,5,2.8537,0.609734,0.914601,4.68024,1.5,3.18024
锈蚀钢筋,2,6,2.6709,0.568723,0.853085,4.696309,1.5,3.196309
锈蚀钢筋,2,7,2.5007,0.526863,0.790295,4.746394,1.5,3.246394
锈蚀钢筋,2,8,2.3471,0.495041,0.742562,4.741219,1.5,3.241219
锈蚀钢筋,2,9,2.1906,0.455572,0.683358,4.808458,1.5,3.308458
锈蚀钢筋,2,10,2.0399,0.412522,0.618783,4.944946,1.5,3.444946
锈蚀钢筋,2,11,1.8961,0.369876,0.554814,5.126314,1.5,3.626314
锈蚀钢筋,2,12,1.7663,0.334058,0.501087,5.287404,1.5,3.787404
锈蚀钢筋,2,13,1.6611,0.323541,0.485312,5.134119,1.5,3.634119
锈蚀钢筋,2,14,1.5541,0.301859,0.452788,5.148434,1.5,3.648434
锈蚀钢筋,2,15,1.4497,0.278082,0.417123,5.213216,1.5,3.713216
锈蚀钢筋,2,22,0.7136,0.153955,0.230932,4.635128,1.5,3.135128
锈蚀钢筋,2,30,0.343,0.071664,0.107495,4.786249,1.5,3.286249
锈蚀钢筋,2,37,0.2001,0.04147,0.062205,4.825151,1.5,3.325151
锈蚀钢筋,2,44,0.1093,0.021819,0.032728,5.0094,1.5,3.5094
锈蚀钢筋,2,51,0.0591,0.01069,0.016036,5.52832,1.5,4.02832
锈蚀钢筋,2,58,0.022,0.004799,0.007198,4.584659,1.5,3.084659
锈蚀钢筋,2,90,0.0007,0.000151,0.000227,4.635188,1.5,3.135188
锈蚀钢筋,3,1,4.722,0.871267,1.306901,5.419692,1.5,3.919692
锈蚀钢筋,3,2,4.1419,0.792209,1.188313,5.228295,1.5,3.728295
锈蚀钢筋,3,3,3.6331,0.719798,1.079698,5.047385,1.5,3.547385
锈蚀钢筋,3,4,3.4028,0.664218,0.996327,5.123015,1.5,3.623015
锈蚀钢筋,3,5,3.1777,0.609734,0.914601,5.21162,1.5,3.71162
锈蚀钢筋,3,6,2.9741,0.568723,0.853085,5.229433,1.5,3.729433
锈蚀钢筋,3,7,2.7847,0.526863,0.790295,5.285434,1.5,3.785434
锈蚀钢筋,3,8,2.6136,0.495041,0.742562,5.279558,1.5,3.779558
锈蚀钢筋,3,9,2.4393,0.455572,0.683358,5.354365,1.5,3.854365
锈蚀钢筋,3,10,2.2715,0.412522,0.618783,5.506371,1.5,4.006371
锈蚀钢筋,3,11,2.1114,0.369876,0.554814,5.708401,1.5,4.208401
锈蚀钢筋,3,12,1.9669,0.334058,0.501087,5.887898,1.5,4.387898
锈蚀钢筋,3,13,1.8497,0.323541,0.485312,5.717043,1.5,4.217043
锈蚀钢筋,3,14,1.7306,0.301859,0.452788,5.733144,1.5,4.233144
锈蚀钢筋,3,15,1.6142,0.278082,0.417123,5.804769,1.5,4.304769
锈蚀钢筋,3,22,0.7946,0.153955,0.230932,5.161256,1.5,3.661256
锈蚀钢筋,3,30,0.3819,0.071664,0.107495,5.329063,1.5,3.829063
锈蚀钢筋,3,37,0.2229,0.04147,0.062205,5.374943,1.5,3.874943
锈蚀钢筋,3,44,0.1217,0.021819,0.032728,5.577712,1.5,4.077712
锈蚀钢筋,3,51,0.0658,0.01069,0.016036,6.15505,1.5,4.65505
锈蚀钢筋,3,58,0.0245,0.004799,0.007198,5.105642,1.5,3.605642
锈蚀钢筋,3,90,0.0008,0.000151,0.000227,5.297357,1.5,3.797357
锈蚀钢筋,4,1,4.5911,0.871267,1.306901,5.269451,1.5,3.769451
锈蚀钢筋,4,2,4.0271,0.792209,1.188313,5.083384,1.5,3.583384
锈蚀钢筋,4,3,3.5324,0.719798,1.079698,4.907485,1.5,3.407485
锈蚀钢筋,4,4,3.3085,0.664218,0.996327,4.981044,1.5,3.481044
锈蚀钢筋,4,5,3.0896,0.609734,0.914601,5.06713,1.5,3.56713
锈蚀钢筋,4,6,2.8917,0.568723,0.853085,5.084547,1.5,3.584547
锈蚀钢筋,4,7,2.7075,0.526863,0.790295,5.138906,1.5,3.638906
锈蚀钢筋,4,8,2.5412,0.495041,0.742562,5.133308,1.5,3.633308
锈蚀钢筋,4,9,2.3717,0.455572,0.683358,5.20598,1.5,3.70598
锈蚀钢筋,4,10,2.2085,0.412522,0.618783,5.353652,1.5,3.853652
锈蚀钢筋,4,11,2.0528,0.369876,0.554814,5.54997,1.5,4.04997
锈蚀钢筋,4,12,1.9124,0.334058,0.501087,5.724753,1.5,4.224753
锈蚀钢筋,4,13,1.7984,0.323541,0.485312,5.558486,1.5,4.058486
锈蚀钢筋,4,14,1.6826,0.301859,0.452788,5.57413,1.5,4.07413
锈蚀钢筋,4,15,1.5695,0.278082,0.417123,5.644025,1.5,4.144025
锈蚀钢筋,4,22,0.7726,0.153955,0.230932,5.018357,1.5,3.518357
锈蚀钢筋,4,30,0.3713,0.071664,0.107495,5.18115,1.5,3.68115
锈蚀钢筋,4,37,0.2167,0.04147,0.062205,5.225438,1.5,3.725438
锈蚀钢筋,4,44,0.1183,0.021819,0.032728,5.421885,1.5,3.921885
锈蚀钢筋,4,51,0.064,0.01069,0.016036,5.986675,1.5,4.486675
锈蚀钢筋,4,58,0.0238,0.004799,0.007198,4.959767,1.5,3.459767
锈蚀钢筋,4,90,0.0007,0.000151,0.000227,4.635188,1.5,3.135188
锈蚀钢筋,5,1,3.7214,0.871267,1.306901,4.27125,1.5,2.77125
锈蚀钢筋,5,2,3.2643,0.792209,1.188313,4.120506,1.5,2.620506
锈蚀钢筋,5,3,2.8632,0.719798,1.079698,3.97778,1.5,2.47778
锈蚀钢筋,5,4,2.6818,0.664218,0.996327,4.037528,1.5,2.537528
锈蚀钢筋,5,5,2.5043,0.609734,0.914601,4.107203,1.5,2.607203
锈蚀钢筋,5,6,2.3439,0.568723,0.853085,4.121337,1.5,2.621337
锈蚀钢筋,5,7,2.1946,0.526863,0.790295,4.165408,1.5,2.665408
锈蚀钢筋,5,8,2.0598,0.495041,0.742562,4.160864,1.5,2.660864
锈蚀钢筋,5,9,1.9224,0.455572,0.683358,4.219748,1.5,2.719748
锈蚀钢筋,5,10,1.7902,0.412522,0.618783,4.339646,1.5,2.839646
锈蚀钢筋,5,11,1.664,0.369876,0.554814,4.498806,1.5,2.998806
锈蚀钢筋,5,12,1.5501,0.334058,0.501087,4.640211,1.5,3.140211
锈蚀钢筋,5,13,1.4577,0.323541,0.485312,4.505452,1.5,3.005452
锈蚀钢筋,5,14,1.3639,0.301859,0.452788,4.518338,1.5,3.018338
锈蚀钢筋,5,15,1.2722,0.278082,0.417123,4.574915,1.5,3.074915
锈蚀钢筋,5,22,0.6262,0.153955,0.230932,4.067429,1.5,2.567429
锈蚀钢筋,5,30,0.301,0.071664,0.107495,4.200178,1.5,2.700178
锈蚀钢筋,5,37,0.1756,0.04147,0.062205,4.234365,1.5,2.734365
锈蚀钢筋,5,44,0.0959,0.021819,0.032728,4.395256,1.5,2.895256
锈蚀钢筋,5,51,0.0518,0.01069,0.016036,4.845465,1.5,3.345465
锈蚀钢筋,5,58,0.0193,0.004799,0.007198,4.021996,1.5,2.521996
锈蚀钢筋,5,90,0.0006,0.000151,0.000227,3.973018,1.5,2.473018
锈蚀钢筋,6,1,4.6704,0.871267,1.306901,5.360468,1.5,3.860468
锈蚀钢筋,6,2,4.0966,0.792209,1.188313,5.171113,1.5,3.671113
锈蚀钢筋,6,3,3.5933,0.719798,1.079698,4.992092,1.5,3.492092
锈蚀钢筋,6,4,3.3656,0.664218,0.996327,5.067009,1.5,3.567009
锈蚀钢筋,6,5,3.1429,0.609734,0.914601,5.154546,1.5,3.654546
锈蚀钢筋,6,6,2.9416,0.568723,0.853085,5.172288,1.5,3.672288
锈蚀钢筋,6,7,2.7542,0.526863,0.790295,5.227544,1.5,3.727544
锈蚀钢筋,6,8,2.585,0.495041,0.742562,5.221785,1.5,3.721785
锈蚀钢筋,6,9,2.4126,0.455572,0.683358,5.295757,1.5,3.795757
锈蚀钢筋,6,10,2.2467,0.412522,0.618783,5.446253,1.5,3.946253
锈蚀钢筋,6,11,2.0883,0.369876,0.554814,5.645948,1.5,4.145948
锈蚀钢筋,6,12,1.9454,0.334058,0.501087,5.823538,1.5,4.323538
锈蚀钢筋,6,13,1.8294,0.323541,0.485312,5.6543,1.5,4.1543
锈蚀钢筋,6,14,1.7116,0.301859,0.452788,5.670201,1.5,4.170201
锈蚀钢筋,6,15,1.5966,0.278082,0.417123,5.741478,1.5,4.241478
锈蚀钢筋,6,22,0.7859,0.153955,0.230932,5.104746,1.5,3.604746
锈蚀钢筋,6,30,0.3777,0.071664,0.107495,5.270456,1.5,3.770456
锈蚀钢筋,6,37,0.2204,0.04147,0.062205,5.314659,1.5,3.814659
锈蚀钢筋,6,44,0.1204,0.021819,0.032728,5.518131,1.5,4.018131
锈蚀钢筋,6,51,0.0651,0.01069,0.016036,6.08957,1.5,4.58957
锈蚀钢筋,6,58,0.0242,0.004799,0.007198,5.043124,1.5,3.543124
锈蚀钢筋,6,90,0.0008,0.000151,0.000227,5.297357,1.5,3.797357
锈蚀钢筋,7,1,2.2293,0.871267,1.306901,2.558687,1.5,1.058687
锈蚀钢筋,7,2,1.9555,0.792209,1.188313,2.468416,1.5,0.968416
锈蚀钢筋,7,3,1.7152,0.719798,1.079698,2.382889,1.5,0.882889
锈蚀钢筋,7,4,1.6065,0.664218,0.996327,2.418633,1.5,0.918633
锈蚀钢筋,7,5,1.5002,0.609734,0.914601,2.460418,1.5,0.960418
锈蚀钢筋,7,6,1.4041,0.568723,0.853085,2.468864,1.5,0.968864
锈蚀钢筋,7,7,1.3147,0.526863,0.790295,2.495335,1.5,0.995335
锈蚀钢筋,7,8,1.2339,0.495041,0.742562,2.492519,1.5,0.992519
锈蚀钢筋,7,9,1.1516,0.455572,0.683358,2.52781,1.5,1.02781
锈蚀钢筋,7,10,1.0724,0.412522,0.618783,2.599618,1.5,1.099618
锈蚀钢筋,7,11,0.9968,0.369876,0.554814,2.694958,1.5,1.194958
锈蚀钢筋,7,12,0.9286,0.334058,0.501087,2.779756,1.5,1.279756
锈蚀钢筋,7,13,0.8733,0.323541,0.485312,2.699191,1.5,1.199191
锈蚀钢筋,7,14,0.817,0.301859,0.452788,2.706564,1.5,1.206564
锈蚀钢筋,7,15,0.7621,0.278082,0.417123,2.740562,1.5,1.240562
锈蚀钢筋,7,22,0.3751,0.153955,0.230932,2.43643,1.5,0.93643
锈蚀钢筋,7,30,0.1803,0.071664,0.107495,2.515921,1.5,1.015921
锈蚀钢筋,7,37,0.1052,0.04147,0.062205,2.536761,1.5,1.036761
锈蚀钢筋,7,44,0.0575,0.021819,0.032728,2.63532,1.5,1.13532
锈蚀钢筋,7,51,0.0311,0.01069,0.016036,2.90915,1.5,1.40915
锈蚀钢筋,7,58,0.0115,0.004799,0.007198,2.396526,1.5,0.896526
锈蚀钢筋,7,90,0.0004,0.000151,0.000227,2.648679,1.5,1.148679
锈蚀钢筋,8,1,2.5442,0.871267,1.306901,2.920114,1.5,1.420114
锈蚀钢筋,8,2,2.2316,0.792209,1.188313,2.816935,1.5,1.316935
锈蚀钢筋,8,3,1.9575,0.719798,1.079698,2.719511,1.5,1.219511
锈蚀钢筋,8,4,1.8334,0.664218,0.996327,2.760237,1.5,1.260237
锈蚀钢筋,8,5,1.7121,0.609734,0.914601,2.807947,1.5,1.307947
锈蚀钢筋,8,6,1.6025,0.568723,0.853085,2.817715,1.5,1.317715
锈蚀钢筋,8,7,1.5004,0.526863,0.790295,2.847799,1.5,1.347799
锈蚀钢筋,8,8,1.4082,0.495041,0.742562,2.84461,1.5,1.34461
锈蚀钢筋,8,9,1.3143,0.455572,0.683358,2.884943,1.5,1.384943
锈蚀钢筋,8,10,1.2239,0.412522,0.618783,2.966871,1.5,1.466871
锈蚀钢筋,8,11,1.1376,0.369876,0.554814,3.075626,1.5,1.575626
锈蚀钢筋,8,12,1.0597,0.334058,0.501087,3.172203,1.5,1.672203
锈蚀钢筋,8,13,0.9966,0.323541,0.485312,3.080286,1.5,1.580286
锈蚀钢筋,8,14,0.9324,0.301859,0.452788,3.088862,1.5,1.588862
锈蚀钢筋,8,15,0.8697,0.278082,0.417123,3.127498,1.5,1.627498
锈蚀钢筋,8,22,0.4281,0.153955,0.230932,2.780687,1.5,1.280687
锈蚀钢筋,8,30,0.2058,0.071664,0.107495,2.87175,1.5,1.37175
锈蚀钢筋,8,37,0.1201,0.04147,0.062205,2.896055,1.5,1.396055
锈蚀钢筋,8,44,0.0656,0.021819,0.032728,3.006556,1.5,1.506556
锈蚀钢筋,8,51,0.0354,0.01069,0.016036,3.311379,1.5,1.811379
锈蚀钢筋,8,58,0.0132,0.004799,0.007198,2.750795,1.5,1.250795
锈蚀钢筋,8,90,0.0004,0.000151,0.000227,2.648679,1.5,1.148679
锈蚀钢筋,9,1,2.1026,0.871267,1.306901,2.413266,1.5,0.913266
锈蚀钢筋,9,2,1.8443,0.792209,1.188313,2.328049,1.5,0.828049
锈蚀钢筋,9,3,1.6177,0.719798,1.079698,2.247435,1.5,0.747435
锈蚀钢筋,9,4,1.5152,0.664218,0.996327,2.281178,1.5,0.781178
锈蚀钢筋,9,5,1.415,0.609734,0.914601,2.320685,1.5,0.820685
锈蚀钢筋,9,6,1.3243,0.568723,0.853085,2.328549,1.5,0.828549
锈蚀钢筋,9,7,1.24,0.526863,0.790295,2.353553,1.5,0.853553
锈蚀钢筋,9,8,1.1638,0.495041,0.742562,2.350914,1.5,0.850914
锈蚀钢筋,9,9,1.0862,0.455572,0.683358,2.384254,1.5,0.884254
锈蚀钢筋,9,10,1.0115,0.412522,0.618783,2.451989,1.5,0.951989
锈蚀钢筋,9,11,0.9401,0.369876,0.554814,2.541663,1.5,1.041663
锈蚀钢筋,9,12,0.8758,0.334058,0.501087,2.6217,1.5,1.1217
锈蚀钢筋,9,13,0.8236,0.323541,0.485312,2.545579,1.5,1.045579
锈蚀钢筋,9,14,0.7706,0.301859,0.452788,2.552849,1.5,1.052849
锈蚀钢筋,9,15,0.7188,0.278082,0.417123,2.584852,1.5,1.084852
锈蚀钢筋,9,22,0.3538,0.153955,0.230932,2.298078,1.5,0.798078
锈蚀钢筋,9,30,0.1701,0.071664,0.107495,2.373589,1.5,0.873589
锈蚀钢筋,9,37,0.0992,0.04147,0.062205,2.392079,1.5,0.892079
锈蚀钢筋,9,44,0.0542,0.021819,0.032728,2.484076,1.5,0.984076
锈蚀钢筋,9,51,0.0293,0.01069,0.016036,2.740774,1.5,1.240774
锈蚀钢筋,9,58,0.0109,0.004799,0.007198,2.27149,1.5,0.77149
锈蚀钢筋,9,90,0.0003,0.000151,0.000227,1.986509,1.5,0.486509
锈蚀钢筋,10,1,2.9231,0.871267,1.306901,3.354998,1.5,1.854998
锈蚀钢筋,10,2,2.564,0.792209,1.188313,3.236521,1.5,1.736521
锈蚀钢筋,10,3,2.249,0.719798,1.079698,3.124486,1.5,1.624486
锈蚀钢筋,10,4,2.1064,0.664218,0.996327,3.171247,1.5,1.671247
锈蚀钢筋,10,5,1.9671,0.609734,0.914601,3.226163,1.5,1.726163
锈蚀钢筋,10,6,1.8411,0.568723,0.853085,3.237251,1.5,1.737251
锈蚀钢筋,10,7,1.7238,0.526863,0.790295,3.271818,1.5,1.771818
锈蚀钢筋,10,8,1.6179,0.495041,0.742562,3.268211,1.5,1.768211
锈蚀钢筋,10,9,1.51,0.455572,0.683358,3.314513,1.5,1.814513
锈蚀钢筋,10,10,1.4061,0.412522,0.618783,3.408544,1.5,1.908544
锈蚀钢筋,10,11,1.307,0.369876,0.554814,3.533618,1.5,2.033618
锈蚀钢筋,10,12,1.2175,0.334058,0.501087,3.644576,1.5,2.144576
锈蚀钢筋,10,13,1.145,0.323541,0.485312,3.53896,1.5,2.03896
锈蚀钢筋,10,14,1.0713,0.301859,0.452788,3.549011,1.5,2.049011
锈蚀钢筋,10,15,0.9993,0.278082,0.417123,3.593548,1.5,2.093548
锈蚀钢筋,10,22,0.4919,0.153955,0.230932,3.195094,1.5,1.695094
锈蚀钢筋,10,30,0.2364,0.071664,0.107495,3.298744,1.5,1.798744
锈蚀钢筋,10,37,0.138,0.04147,0.062205,3.32769,1.5,1.82769
锈蚀钢筋,10,44,0.0753,0.021819,0.032728,3.451124,1.5,1.951124
锈蚀钢筋,10,51,0.0407,0.01069,0.016036,3.807151,1.5,2.307151
锈蚀钢筋,10,58,0.0151,0.004799,0.007198,3.146743,1.5,1.646743
锈蚀钢筋,10,90,0.0005,0.000151,0.000227,3.310848,1.5,1.810848
